target,sa,cv,density,vf,di,df,dif,filename,Original_Rank
37.01151354900073,2803.28,15890.9,0.725368,0.38884,8.83782,5.97033,8.74561,sol+N270+E81,3
36.26592744109167,3126.32,8026.55,0.826129,0.26278,7.67512,4.76699,7.44962,sow+N164+E71,6
36.20958885693086,2731.15,28025.7,0.896635,0.25618,9.07285,5.16347,9.07285,wif+N270+E154,7
36.189468475352925,2821.03,10150.6,1.39095,0.318,8.84791,7.67921,8.84791,wkq+N92+E27,8
36.105333674112615,2857.25,14149.1,0.706701,0.29492,8.55849,4.52606,8.14138,vmk+N447+E166,9
36.09142308403694,3302.29,3215.31,1.25227,0.24976,6.35626,4.87392,6.35626,qtz-x+N556+E127,10
35.91559148461474,2643.66,12454.7,1.06979,0.2597,8.61904,5.0888,7.78691,vbo+N92+E184,11
35.82697497997388,2407.34,12500.9,0.92207,0.31412,9.63551,8.30123,9.63551,snw+N270+E25,12
35.738029322427685,2867.03,6021.72,0.630651,0.31498,8.67497,5.98774,8.67497,qtz-x+N702+E154,13
35.66601528881302,2777.8,4528.4,1.28609,0.28868,6.93866,6.03833,6.93866,sxa+N92+E66,14
35.543387525909544,3056.66,4636.84,0.828104,0.20126,6.53102,4.91404,6.42469,qtz-x+N447+E70,16
35.081957597302726,2642.99,1895.44,0.857447,0.22626,6.47881,4.75695,6.47881,pcu+N657+E84,21
35.057087779202085,2648.92,21089.5,0.964398,0.3034,8.7293,5.3835,8.54776,whp+N270+E138,22
34.99980129749553,2743.72,2354.42,0.854087,0.20692,7.14356,5.6382,7.14356,sxb+N447+E27,23
34.995758873754525,2941.38,5488.54,0.806205,0.31734,7.68012,5.61817,7.20423,bcu+N226+E150,24
34.85953363208125,2858.64,33168.4,0.799435,0.30336,8.48217,4.99459,7.25991,wfm+N189+E44,26
34.767051995055304,2544.56,21850.0,1.08814,0.29142,9.53321,5.9262,9.04527,whr+N92+E216,27
34.59335991453463,2966.76,7385.95,0.719155,0.30662,8.15353,5.58304,7.65274,sda+N170+E160,29
34.54459106980928,2767.45,15888.8,0.746855,0.3287,8.42603,6.39853,8.41626,rob+N457+E89,30
34.487009770350014,2909.48,10457.4,1.17104,0.3055,7.88722,6.13838,7.88722,wgw+N354+E70,31
34.45786707771972,3260.06,4968.21,0.819816,0.17036,5.64714,4.66136,5.64714,sda+N170+E120,32
34.40997038767703,2503.58,9309.25,1.08395,0.1913,7.60745,4.65772,6.10722,snw+N270+E216,33
34.34769745303911,2705.43,25883.8,0.795918,0.27436,8.69988,4.63958,8.66856,why+N489+E70,35
34.321701595681105,2852.76,22446.2,0.626365,0.35082,8.39276,6.81657,8.37822,bcs+N170+E14,36
34.30871282690093,2768.61,25682.1,1.06943,0.3454,9.12479,5.92305,9.12066,sme+N354+E202,37
34.278393206034885,3369.23,12646.4,0.740822,0.36074,8.16558,6.52087,7.61697,hjm+N215+E34,38
34.27278498927626,3079.22,3837.66,0.816937,0.24374,6.79499,5.5542,6.79499,bcu+N262+E202,39
34.09674596592692,2484.78,9765.07,0.976102,0.31268,9.523,7.07243,9.17966,vbn+N270+E92,41
34.09231257922976,2609.76,6686.2,0.704992,0.28906,8.30303,5.46292,7.57001,bsn+N213+E85,42
34.01715520399914,2604.66,21911.6,1.12601,0.25328,7.68354,6.22447,7.39468,wmc+N270+E186,43
33.99954385769017,2654.65,8846.33,0.601856,0.3627,9.47834,6.20968,9.43963,rob+N613+E85,44
33.8851979840259,2853.0,9277.98,0.873343,0.23424,7.14801,4.55153,7.08941,rob+N195+E84,45
33.8759768588497,2575.36,12195.0,0.917139,0.41744,11.93503,11.70044,11.9336,wkp+N270+E44,46
33.85074621665992,2686.94,8035.5,0.623551,0.34416,8.51938,7.29942,8.07679,sxb+N489+E14,47
33.8180518471328,2679.38,8119.76,0.606583,0.34322,9.16746,7.19057,9.15652,qtz-x+N489+E177,48
33.78743933376069,2799.11,16753.3,0.907777,0.22698,7.95347,5.70835,6.62971,ecn+N141+E92,49
33.71071586565249,2508.16,15903.1,0.699639,0.30432,9.24432,6.38074,7.96943,vby+N47+E184,52
33.69468981834147,3290.3,10566.9,0.526891,0.3956,7.66273,5.42746,7.62775,msp+N158+E44,53
33.68539624973311,2625.64,16395.4,0.920145,0.31068,10.22741,5.23367,8.36892,svn+N233+E160,54
33.68094952902622,2624.93,5019.11,0.84886,0.21102,7.34392,4.12303,7.2665,sxb+N533+E85,55
33.63413395904801,2934.88,8277.08,0.915138,0.28556,7.92493,5.55649,7.87967,fnu+N254+E81,56
33.607962578464544,2654.92,25508.4,0.610959,0.35044,10.0363,6.40116,8.24762,vbm+N559+E85,57
33.60755512377722,2949.92,6063.07,0.700004,0.24818,7.48424,5.23717,6.62016,qtz-x+N540+E86,58
33.587724802126004,2576.27,15159.6,0.748622,0.24218,9.37039,4.76421,9.37039,vby+N234+E84,59
33.58021841159676,3069.38,7034.5,0.87279,0.3066,7.60881,5.61108,7.60881,rob+N306+E11,60
33.56777646895962,3027.25,15028.5,0.932872,0.25488,6.48441,4.99992,6.41252,ghw+N482+E14,61
33.55311625204456,2574.26,25391.5,0.796025,0.27738,8.68636,5.52139,7.9249,thp+N192+E43,62
33.540445673572,2982.48,10915.1,0.921088,0.21042,6.62442,4.24011,6.14873,wfu+N284+E166,63
33.49798842804883,2604.68,17305.4,0.792476,0.26474,8.63067,4.81141,8.63067,vmt+N542+E16,64
33.47694243066077,2821.61,16924.2,0.769199,0.33356,9.73334,6.30721,8.33,wjw+N242+E85,66
33.47335855287852,2947.5,9061.69,0.829549,0.21786,7.60317,4.41194,7.56579,sow+N76+E29,67
33.47107687008214,2765.28,7424.13,0.711074,0.2713,7.99215,6.05459,7.30219,bsn+N447+E128,68
33.3572600996141,3086.88,10605.0,0.827164,0.16836,6.85361,3.64523,5.53827,hjm+N282+E104,69
33.326596458589826,2507.14,1303.12,1.17878,0.27546,7.48854,5.64655,7.45761,hex+N121+E66,72
33.318602614648306,2675.18,3438.28,1.10341,0.18588,7.07177,5.59756,7.06927,dmp+N164+E95,73
33.3085186733316,3010.33,7522.15,0.898492,0.22344,8.05602,4.34319,8.05602,cdt+N60+E84,74
33.2842757344227,2879.93,3364.23,1.04024,0.25148,6.88561,4.96418,6.62108,bcu+N426+E201,75
33.28012620388785,2439.0,26822.6,1.03496,0.45252,12.43573,10.55743,11.80968,smq+N92+E44,76
33.26120910033943,2746.42,21452.3,0.809117,0.3044,8.57379,6.06368,7.71446,ghw+N242+E81,77
33.19827398621101,2772.32,8371.95,0.783528,0.26016,8.68068,7.31691,8.55256,mdf+N76+E138,80
33.1642330216298,2630.26,4098.75,1.0388,0.22586,6.97448,5.34563,6.45568,bcu+N550+E160,81
33.12239530831562,2894.43,16233.8,0.97014,0.22556,8.13533,4.64921,7.94685,zfo+N482+E18,83
33.068575697820734,3460.75,8875.74,0.821189,0.29486,6.47317,5.21306,6.41426,hjm+N461+E8,86
33.039066651662054,2652.53,14543.8,1.03922,0.23944,7.80593,4.93894,7.53629,fcu+N619+E53,87
33.03871852049033,2657.1,4272.13,0.973977,0.25504,7.05583,5.36307,6.94497,bcu+N582+E160,88
33.02355013658527,2687.2,6816.35,0.736396,0.27018,7.78553,5.7786,6.92257,sxb+N540+E119,89
33.007508608225834,2563.17,13572.3,0.730852,0.2984,9.50324,5.64482,9.50324,ske+N540+E63,90
33.00375213629411,2981.04,4329.57,0.850294,0.27628,7.21859,5.32766,7.21859,qtz-x+N569+E13,91
32.99802641698178,2603.61,15426.7,0.808462,0.242,8.61913,4.35114,8.61913,sol+N574+E95,92
32.9845094954913,2662.22,19913.1,0.963929,0.27746,8.66175,5.21438,8.13473,osb+N566+E14,93
32.9818545190094,2951.79,6721.53,0.733668,0.29656,7.96976,5.3723,7.96976,bcu+N582+E32,94
32.96460012171566,2516.47,9715.89,1.05436,0.22024,7.3627,4.28763,7.30539,kwh+N599+E85,95
32.94234614818328,2764.65,11284.9,0.874786,0.2957,9.59278,4.86822,9.15045,fcu+N323+E111,96
32.941716642563655,3018.38,5755.84,0.801857,0.29648,7.78473,6.3525,6.75388,ecn+N372+E45,97
32.93276713115081,3009.28,9594.09,0.633397,0.29466,8.75743,7.4341,8.75743,mdf+N435+E162,98
32.9067609555882,3151.79,4113.32,0.720356,0.3875,7.54486,5.99048,7.40371,cdl+N317+E14,99
32.89176006948144,2945.58,15986.4,0.985956,0.21728,6.42305,4.98516,6.25216,wgt+N242+E18,100
32.88575300341375,2625.47,7534.46,0.738369,0.26562,8.21052,5.74513,8.21052,sxb+N47+E184,101
32.87762865271877,2762.74,20979.5,0.909563,0.2557,8.14379,4.68685,7.77706,wft+N284+E13,103
32.87078805670141,2642.92,11148.5,0.706018,0.30202,8.3201,6.16926,7.68754,ske+N559+E29,104
32.85323592666358,3024.41,17074.5,0.864293,0.2727,8.25908,5.27152,8.25908,umc+N409+E25,105
32.78946284155516,2434.38,1738.48,1.29482,0.18888,6.27948,6.06934,6.27948,mdf+N164+E44,107
32.78330420357181,2425.49,4989.35,1.07479,0.15296,6.08941,4.32676,5.82059,rob+N548+E85,108
32.75120080258683,2590.82,2068.36,0.820152,0.31948,7.8971,5.87395,7.67444,hex+N699+E166,110
32.74935102360549,2777.47,8625.54,0.872088,0.2692,8.04259,5.86241,7.94545,oof+N635+E147,111
32.748576198474176,2230.06,14005.2,0.933027,0.25424,10.03507,5.53861,9.41535,sow+N207+E226,112
32.747884065321095,2776.71,14083.8,1.05065,0.2315,8.08712,4.40989,8.08712,sol+N286+E85,113
32.744374830957376,2926.53,9956.31,1.08986,0.27376,8.97346,4.71203,8.83376,vcm+N446+E13,114
32.69424441972957,3161.25,4420.81,0.992208,0.29956,7.12863,4.95125,6.33903,qtz-x+N248+E195,119
32.67425319010291,3137.12,5719.03,0.822572,0.2803,7.20231,5.00294,6.76176,rob+N384+E201,122
32.67401023286945,2911.33,6292.24,0.809978,0.27522,7.21865,5.42374,6.7914,rob+N392+E92,123
32.670708411595086,3100.76,4547.99,0.84635,0.26838,6.2523,4.82324,6.2523,qtz-x+N382+E215,124
32.65026529560797,3291.16,5992.03,1.06014,0.24268,6.20087,5.21494,6.14792,fnu+N206+E166,125
32.61718548640305,2578.45,15191.5,0.899102,0.29552,8.21733,5.69458,8.21733,wfz+N599+E85,128
32.597560644823744,2884.85,6195.48,0.840772,0.32784,8.5962,7.04255,8.48197,qtz-x+N54+E150,129
32.54073452828334,2734.31,20408.0,0.740543,0.31852,9.22809,6.10496,7.49532,lhb+N430+E150,130
32.53593977183106,2916.01,11534.5,0.981209,0.28346,7.43442,4.14771,7.43119,vcl+N446+E92,131
32.531459932796785,2613.02,9437.59,0.947853,0.36324,10.08957,7.16377,9.2973,wmb+N92+E128,132
32.52430673889604,2712.73,18660.1,1.08659,0.17096,6.79282,4.2016,5.91302,bcs+N568+E14,134
32.520320725298184,2593.96,13370.4,0.908255,0.19766,7.1111,5.24519,6.99377,ecl+N192+E63,135
32.5003896592717,2884.96,3948.67,0.941816,0.2459,6.42819,5.43249,6.39497,bcu+N427+E215,137
32.493987127500674,2514.64,10657.9,0.767864,0.35014,9.87931,6.57435,8.2117,ecu+N664+E202,138
32.48548225048715,2810.41,7854.55,0.841285,0.26806,7.98104,6.23909,7.93811,bcg+N331+E24,139
32.47661999553453,2435.26,5168.71,1.11461,0.21406,7.57763,5.82312,7.00329,sxb+N59+E25,141
32.46661984600935,2850.72,5833.32,1.13275,0.27218,6.89133,5.22942,6.86533,rob+N486+E70,143
32.430651318845136,2937.77,9332.56,0.701374,0.31082,7.95682,5.42078,7.95682,ilc+N699+E30,144
32.42828741131782,2426.63,16076.0,0.932851,0.24494,8.39605,6.07835,8.39605,gpu+N243+E14,145
32.40741229946207,2614.78,4965.65,0.734782,0.27958,8.44776,5.52801,6.7098,sxc+N47+E128,147
32.40232334935973,2399.78,8742.69,0.817687,0.39588,14.32773,13.82398,14.32773,sml+N270+E14,148
32.390108468886844,2852.8,2549.72,1.14715,0.17528,6.08945,4.12014,6.08463,qzd+N153+E95,149
32.38398143910231,2947.98,11901.3,0.613699,0.39126,8.33471,5.69234,8.33471,sow+N76+E149,150
32.38356211629234,2980.36,7169.48,1.02475,0.26576,8.23975,4.09876,8.23975,ukl+N346+E14,151
32.37646790900994,2893.94,9800.29,0.705027,0.31528,8.58846,6.06423,7.54631,ecu+N542+E120,152
32.35651127885158,2700.65,6638.29,0.699324,0.30404,9.648,6.54707,8.05447,qzd+N44+E29,154
32.3376194513662,2666.15,13897.3,0.982831,0.2392,7.83395,4.65339,7.02041,svn+N599+E85,155
32.32347551106113,2936.5,5391.13,0.734874,0.39406,8.28345,5.82073,7.58058,qtz-x+N59+E112,156
32.320634780858654,2522.2,5587.22,0.8956,0.2389,8.27874,4.59058,8.13968,sve+N284+E92,157
32.3162048709271,2894.1,6438.49,0.694372,0.35078,7.84948,6.11219,7.64551,qtz-x+N491+E154,158
32.30419802733144,2662.15,7065.63,0.605746,0.35396,9.13646,6.37641,9.13646,cdl+N688+E188,159
32.29828645368265,2547.36,9331.4,0.75708,0.29582,9.29165,5.62949,9.29165,hcp+N107+E150,160
32.29063206595702,2555.71,18329.1,0.656913,0.32844,9.41385,6.76877,8.12448,snk+N328+E25,161
32.27867726947913,2342.6,7600.25,0.786478,0.24926,10.09368,5.87464,10.09368,lcy+N162+E226,162
32.25740938624365,2895.0,3180.05,0.868303,0.23932,6.1197,4.82349,6.1197,sxc+N595+E127,164
32.25563479497073,2691.83,17017.5,0.878585,0.27618,9.22948,5.06387,9.10353,zfe+N482+E216,165
32.24646156562368,2616.86,8440.33,0.908597,0.22502,7.68817,4.76454,7.5065,ilc+N586+E47,166
32.2261429656575,2635.08,10195.2,0.897133,0.3252,8.2711,7.14656,8.21086,sxb+N382+E14,168
32.21954084473168,2646.86,6075.14,0.647654,0.30778,8.94252,4.39105,8.90108,hxg+N170+E156,170
32.21817374406813,2536.66,14393.3,0.671735,0.28036,8.72794,5.89719,8.66517,ske+N213+E205,171
32.21310621620778,2545.14,8852.01,1.26199,0.20716,7.82391,4.28074,7.55547,svn+N233+E158,172
32.19961299047159,2674.67,7372.52,0.537039,0.42532,9.02009,6.6434,9.02009,qtz-x+N162+E72,174
32.18522313052532,2575.66,10993.1,0.754302,0.24552,8.67808,4.69132,7.95055,unm+N719+E226,176
32.15790903926219,2522.89,28542.9,0.956127,0.28394,10.58952,8.82778,10.56541,xfb+N446+E85,177
32.15539391307655,2685.87,14624.8,0.840569,0.26064,8.27699,4.43905,8.27699,fcu+N107+E181,178
32.14533901630889,2302.99,10724.1,1.87432,0.13876,6.25708,4.58326,6.13897,wib+N354+E27,179
32.13239359420165,3050.8,11477.4,0.608563,0.38386,8.81428,7.57603,8.58656,mdf+N76+E73,180
32.120339878644806,3054.79,5554.06,0.866879,0.26824,7.25567,4.95311,6.22107,rob+N680+E182,181
32.11944770297637,3054.81,14808.8,1.09443,0.2777,8.27837,5.16876,8.27837,zfl+N206+E13,182
32.119130037108896,2498.89,1734.41,0.981839,0.27742,6.84199,5.59242,6.84199,hex+N550+E18,183
32.10283496778153,2491.12,8084.89,0.555042,0.41316,10.37809,6.93379,10.37809,hxg+N591+E81,184
32.09558541088764,2723.43,6582.27,0.692932,0.278,7.9466,5.58745,6.89345,cdl+N424+E226,186
32.09080000630662,2717.09,6471.95,0.722642,0.25852,8.00655,5.33155,8.00655,rob+N234+E85,187
32.08077099294884,2614.57,2118.35,1.01371,0.23316,6.80128,4.18601,6.57752,hex+N699+E131,188
32.07529930429176,2890.33,15582.7,1.08287,0.24624,8.29769,5.10324,8.29769,zfq+N206+E92,190
32.068650223929126,2910.48,17197.6,0.904084,0.24562,7.55133,4.76443,5.48624,vci+N284+E50,192
32.065663100960926,2802.17,3663.19,0.782518,0.20176,6.03352,4.7646,6.03352,sxc+N533+E130,193
32.06483934556455,2636.06,22224.9,1.19591,0.26304,8.93359,6.06394,8.88537,vbm+N556+E48,194
32.04621486266955,2326.27,9610.34,1.30333,0.16032,7.42518,3.59713,7.3754,sol+N92+E48,195
32.046213286147264,2757.56,7641.36,0.551712,0.40532,9.65498,7.65219,9.57709,qtz-x+N328+E181,196
32.03332062161186,2658.41,11504.8,1.258,0.2993,9.60482,5.6122,9.60482,osc+N92+E204,199
32.03297174654639,2631.54,15874.2,0.977074,0.28976,9.31098,5.39003,9.31098,svn+N446+E160,200
32.01750703998555,2638.59,3123.55,1.11051,0.22246,8.85437,3.63536,8.83427,bcu+N212+E19,202
32.005932941027,2584.89,7953.96,0.775424,0.2988,9.06631,5.34185,8.75795,sve+N284+E85,203
32.005040652933566,2531.04,5229.12,0.858166,0.1645,6.14485,3.79279,6.14485,rob+N591+E25,204
32.001244851723854,2614.41,16420.8,0.904666,0.2742,9.09501,6.89707,8.75612,neb+N385+E184,205
31.96207184552716,2597.38,5216.34,1.04599,0.33482,8.2467,6.59152,8.23856,bcu+N171+E53,208
31.94477275040086,2698.72,9177.34,0.668698,0.34086,8.96329,7.19243,8.12537,sxb+N694+E177,211
31.92374090784195,3001.74,10330.3,1.45932,0.23476,7.55375,5.98872,7.55375,wkq+N354+E27,215
31.921265687764503,2664.05,12877.8,1.05918,0.21438,7.06717,5.11701,6.35354,lhb+N329+E72,216
31.916673927169377,2427.81,7884.53,0.995502,0.2497,9.78267,9.21448,9.78267,mdf+N434+E85,217
31.91074249692716,3016.74,9555.52,0.670811,0.3229,8.57522,5.54274,7.70733,qtz-x+N16+E190,218
31.89747931549579,2993.89,2828.29,1.03948,0.20538,6.17434,4.73584,6.17434,dmp+N115+E63,219
31.89312352615255,2896.51,19844.5,1.02448,0.24146,7.91987,4.95812,6.45091,zfm+N206+E29,220
31.890623263289427,2411.09,4476.67,1.10474,0.41292,9.2017,7.79663,9.04856,lcy+N354+E44,221
31.88929287224847,2751.26,7538.51,0.929699,0.26796,8.03671,4.21845,7.64151,rob+N526+E154,222
31.8878796867966,2489.7,18156.3,0.7782,0.29028,10.73685,6.2808,9.15452,fcu+N107+E150,223
31.88359997381396,2499.59,10653.9,1.19286,0.31012,14.33778,11.24872,14.33778,swh+N233+E44,224
31.881615570239216,2718.68,9324.67,0.522507,0.4128,9.49456,6.82879,7.82219,qtz-x+N447+E150,225
31.869869394358144,2672.2,16641.5,0.744108,0.31446,8.49164,7.51369,8.43569,vcu+N542+E166,226
31.86754659288251,2661.13,10632.8,1.06442,0.25822,8.86225,5.03729,8.41662,wfz+N446+E92,227
31.86686731060846,2537.04,8848.02,0.7919,0.3292,9.0986,6.41582,8.1791,tsi+N217+E81,228
31.86050927024872,2740.66,20035.1,0.667165,0.41224,10.15314,6.21781,9.59529,uou+N164+E48,229
