Unnamed: 0,target,sa,cv,density,vf,di,df,dif,filename,Original_Rank
12821,616.9000945,2521.56,38497.5,0.630899,0.52562,11.29941,7.06523,10.16177,ukd+N164+E70,1
15886,610.1423377,2298.01,4542.72,0.820689,0.47476,10.42428,9.36753,10.42428,vmh+N270+E44,2
5991,609.7861563,2185.85,11450.9,0.527975,0.58498,11.33369,8.85478,10.63376,mmt+N164+E202,3
7843,608.0957707,2324.3,3857.54,0.546225,0.56016,9.62244,8.28635,9.60096,qtz+N109+E13,4
14525,607.5325814,2577.98,12230.6,0.484897,0.52072,13.4476,11.56543,13.22887,uon+N164+E150,5
8135,602.7816865,2245.1,12773.6,0.490577,0.56842,10.80911,8.21238,10.72895,qtz-x+N457+E14,6
5905,602.4348522,2595.36,16689.3,0.518399,0.48802,12.22372,10.87154,12.20047,mdf+N164+E218,7
14891,601.9707429,2569.41,9758.89,0.603103,0.48796,10.68268,6.86734,10.67076,upa+N164+E14,10
5903,601.1936458,2272.33,22907.0,0.361515,0.57304,13.99412,12.11284,13.95359,mdf+N158+E11,11
10536,600.4276475,2803.28,15890.9,0.725368,0.38884,8.83782,5.97033,8.74561,sol+N270+E81,12
8620,599.4153077,2438.48,11420.0,0.549907,0.50792,9.07969,7.3498,8.82087,rob+N59+E34,13
11358,599.1355041,2326.74,6084.36,0.491232,0.49624,10.37411,9.17388,9.89309,sxc+N151+E44,14
12849,598.5674386,2377.66,7384.49,0.616913,0.5312,10.55872,7.4036,10.07602,ukg+N109+E19,15
17488,597.9147411,2575.36,12195.0,0.917139,0.41744,11.93503,11.70044,11.9336,wkp+N270+E44,16
8216,595.187207,1980.45,8170.39,0.364136,0.64854,11.98738,9.87278,11.29779,qzd+N164+E107,18
14364,594.9448728,2457.38,11292.6,0.55652,0.51226,12.72605,7.45525,11.19584,uoj+N109+E128,19
8178,594.8286337,2764.28,11485.1,0.491903,0.46318,9.43893,7.00439,9.43893,qtz-x+N694+E32,20
14081,594.6153774,2407.44,22110.6,0.615225,0.52416,13.47434,10.25906,13.27377,unn+N164+E202,21
9570,593.8422026,2419.03,11183.8,0.810958,0.49222,12.92523,12.35021,12.92523,sml+N556+E14,23
10577,593.5957298,2514.04,14377.2,0.549999,0.47312,10.08991,7.63969,9.95027,sow+N109+E150,24
15319,593.4334331,2447.16,21790.7,0.841748,0.44314,10.48383,7.69484,10.40946,vbr+N270+E37,25
7254,593.0500117,2234.31,2561.03,0.445689,0.52162,11.90099,9.86565,11.90099,pcu+N47+E14,27
14189,592.6257387,2126.85,8412.49,0.541527,0.58478,10.1527,9.44949,10.12143,uoc+N109+E19,28
4365,592.5379605,2446.31,23302.3,0.330715,0.58766,10.5419,7.55633,10.37807,hjm+N282+E36,29
8280,592.3713222,2319.83,13339.7,0.496998,0.56046,10.94698,8.76958,10.59038,rac+N164+E120,30
8220,591.9569728,2117.48,9319.26,0.336811,0.59928,12.65042,9.95894,12.65042,qzd+N2+E11,33
2645,591.1980591,2786.32,5748.78,0.578514,0.47624,9.37554,7.50552,8.66843,dmp+N115+E123,35
8561,590.9056602,2204.64,12934.6,0.457274,0.54226,13.43942,10.00803,12.82462,rob+N234+E68,36
14765,590.8535564,2740.66,20035.1,0.667165,0.41224,10.15314,6.21781,9.59529,uou+N164+E48,37
10555,590.4908226,2236.97,33395.9,0.420066,0.5391,13.42261,7.88277,13.19663,sol+N447+E179,38
1362,590.3363107,2386.4,7681.09,0.518467,0.46562,10.86051,8.55662,10.26758,bsn+N162+E19,39
5949,590.1507409,2246.5,25028.6,0.388195,0.5903,11.82288,10.74114,11.63627,mdf+N515+E163,40
629,590.0951239,2484.48,18162.1,0.575729,0.44542,10.46202,7.68014,9.97048,bcg+N389+E47,42
8170,590.0482299,2464.82,8989.17,0.49834,0.49392,10.45314,7.51064,10.44733,qtz-x+N680+E11,43
1375,589.1738376,2145.51,11630.3,0.445655,0.53856,11.60488,10.15582,11.57457,bsn+N274+E202,46
6117,588.8122208,2754.04,14883.6,0.478648,0.47564,10.59798,8.23885,10.24144,mok+N310+E150,47
8091,587.8403475,2674.67,7372.52,0.537039,0.42532,9.02009,6.6434,9.02009,qtz-x+N162+E72,50
9049,587.6484891,2270.4,19634.7,0.438212,0.51612,12.83738,8.80259,10.63958,ske+N162+E127,51
6099,587.3659456,1978.97,21791.6,0.405386,0.64326,13.20029,11.70956,13.03285,mok+N115+E68,52
839,587.3210923,2331.53,7213.34,0.597939,0.51028,10.79471,8.16412,10.76254,bcu+N199+E104,53
1681,587.2968491,2332.94,8553.37,0.440455,0.53558,10.49866,8.36536,9.98234,cdl+N259+E149,54
4114,587.2708524,2155.49,22189.0,0.549666,0.59164,11.60161,9.01979,10.98025,gsi+N109+E66,55
5453,587.1572278,2497.29,8496.22,0.71592,0.48902,9.17271,7.1359,9.16923,lhb+N226+E38,56
15539,586.781214,2403.0,15462.7,0.520644,0.46618,10.52749,8.74531,10.51033,vcz+N151+E19,57
4395,586.7233667,2096.62,26128.8,0.292594,0.6395,12.35534,10.16238,12.12359,hjm+N708+E12,58
11428,586.7138239,2076.59,10590.7,0.413948,0.59916,12.32441,10.303,12.32441,sxc+N591+E53,59
9304,586.4902393,2500.21,13322.9,0.983555,0.42916,10.47788,7.1927,10.18026,smc+N92+E66,60
6138,586.3993683,2312.42,17278.6,0.458257,0.53064,12.22138,8.67182,12.16629,mok+N719+E186,61
8625,586.3983738,2386.13,13932.0,0.419397,0.51276,11.33785,8.40936,11.01557,rob+N613+E150,62
17187,586.2720881,2632.8,29929.6,0.59277,0.48974,11.61962,7.54725,11.42923,wjm+N206+E179,63
16978,586.0722593,2102.18,16269.0,0.562261,0.58946,12.13178,10.67913,11.78221,wje+N164+E66,64
7886,586.0205041,2159.83,5753.43,0.598424,0.54836,10.62458,8.82626,10.62458,qtz+N393+E92,65
7238,585.6590181,2249.79,3193.56,0.590942,0.5336,11.09354,8.4283,10.67825,pcu+N339+E234,67
15043,585.4567542,2697.87,29977.7,0.4824,0.49204,11.01459,9.12669,11.01459,ure+N450+E3,68
10313,585.4057621,2356.73,11483.8,0.778959,0.46088,11.18033,8.59798,10.45457,snx+N92+E72,69
11373,585.3204519,2378.97,7214.51,0.638259,0.4884,10.73235,8.44537,10.58003,sxc+N306+E11,70
6129,585.3164393,2360.54,18216.3,0.448607,0.5746,12.09749,10.5808,12.09749,mok+N371+E189,71
9046,585.3129146,2448.63,21380.3,0.499674,0.47714,11.09842,8.00108,11.09842,ske+N151+E138,72
1742,585.1940485,2766.79,3095.16,0.495641,0.4635,9.36556,8.40794,9.20554,cds+N112+E63,73
15415,585.1014572,2067.98,24456.3,0.423865,0.56418,14.37727,10.0301,14.34674,vby+N274+E202,74
8545,584.9233998,2056.65,20358.7,0.379822,0.59498,12.17479,9.2453,12.17479,rob+N162+E163,76
15755,584.8003528,2219.08,8652.05,0.689274,0.51622,11.85699,8.99225,11.81931,vme+N92+E201,77
9241,584.6890453,2340.03,14583.9,0.846096,0.49758,13.74609,7.24438,13.74609,smb+N92+E37,78
13153,584.6628576,2348.61,22817.8,0.553136,0.52986,13.32434,9.18171,13.20753,umd+N164+E138,79
14600,584.5159749,2342.49,8843.08,0.562287,0.5123,11.86243,8.90234,11.86243,uoo+N109+E120,80
5928,584.4373124,2981.24,15510.9,0.514102,0.44814,10.71011,9.25393,10.71011,mdf+N310+E113,81
908,584.4270209,2488.79,8414.0,0.495209,0.49278,10.67985,8.31755,10.43663,bcu+N64+E112,82
18915,584.2391076,2313.47,38615.1,0.523088,0.55386,13.22815,7.92391,13.22748,yfy+N254+E81,83
10645,584.1656287,2947.98,11901.3,0.613699,0.39126,8.33471,5.69234,8.33471,sow+N76+E149,84
14373,584.0276716,2721.67,10466.1,0.674068,0.4323,9.50116,6.42182,9.48419,uoj+N164+E52,86
8101,583.8986488,2130.07,10097.7,0.44352,0.5689,12.03733,9.73158,11.96129,qtz-x+N222+E53,87
7203,583.3249221,2353.16,2464.34,0.521613,0.4861,9.93546,8.10236,9.83392,pcu+N151+E158,88
12980,583.2679532,2433.63,33758.6,0.45342,0.5339,11.6987,10.10208,11.43318,ukk+N342+E66,89
9057,583.1676682,2027.17,24622.5,0.421004,0.56744,13.99175,11.47811,12.66753,ske+N274+E202,92
10068,582.9896261,2040.83,29748.2,0.543276,0.59316,14.15226,9.78843,13.32784,snk+N556+E179,93
5899,582.962733,2144.63,23779.6,0.363324,0.61486,14.69791,12.39279,13.28868,mdf+N113+E20,94
11319,582.9090967,2128.03,13819.7,0.58473,0.56792,12.70959,8.79934,12.70828,sxb+N556+E234,95
7195,582.6376215,2368.78,2478.38,0.549635,0.49772,9.43981,8.18497,9.43981,pcu+N106+E11,96
9051,582.5883904,2077.13,25963.4,0.421578,0.56658,12.35007,10.0621,11.7779,ske+N213+E104,97
4361,582.5064636,2081.03,30776.9,0.29552,0.62958,10.73179,9.751,10.59731,hjm+N219+E78,98
4399,582.5038644,2388.99,21994.1,0.413294,0.51982,13.33216,8.42485,11.24951,hjm+N93+E189,99
17268,582.2526505,2152.35,32409.7,0.463188,0.57326,12.20246,9.27675,11.64252,wjw+N242+E3,100
5948,582.2353725,1952.75,25676.0,0.316246,0.6463,13.05935,12.53913,13.05024,mdf+N515+E136,101
7291,581.6937329,2311.0,2698.51,0.570339,0.4871,11.15745,8.53719,10.98201,pcu+N595+E160,103
11364,581.510026,2354.2,8214.19,0.557677,0.5219,10.64559,8.82432,10.15298,sxc+N195+E14,105
10042,581.4158147,2413.81,19126.2,0.533742,0.4845,11.7757,8.76179,10.11827,snk+N341+E147,107
17109,581.1730881,2118.61,29786.7,0.353296,0.58238,13.8398,10.16588,13.8398,wjg+N93+E92,110
5801,581.1568258,2698.82,18616.4,0.489359,0.44596,11.47005,9.86744,11.47005,lvt+N263+E85,111
8131,580.9288607,2718.68,9324.67,0.522507,0.4128,9.49456,6.82879,7.82219,qtz-x+N447+E150,112
11307,580.8647684,2120.12,15130.1,0.362802,0.58278,12.46682,10.86386,12.31871,sxb+N489+E24,113
14251,580.85134,2027.41,19204.4,0.459708,0.6122,13.80343,12.88349,13.80343,uof+N164+E14,114
15022,580.8279789,2509.2,27540.3,0.576151,0.46514,11.2847,7.87237,11.2847,ure+N109+E107,115
5913,580.7761474,2125.12,26798.2,0.41514,0.61274,13.57861,11.18249,12.6574,mdf+N215+E98,116
8641,580.736393,2393.21,12622.1,0.487038,0.5078,10.52157,8.36804,10.52157,rob+N85+E35,117
11268,580.6694917,2194.31,10994.7,0.432542,0.55714,11.088,10.03228,11.05932,sxb+N234+E8,118
18988,580.5931026,2351.58,13204.0,0.569307,0.5203,11.04339,7.69104,10.94183,zfb+N364+E66,120
12965,580.339889,2649.14,19992.4,0.798479,0.43254,10.52113,7.77252,9.89291,uki+N109+E204,121
15204,580.0625033,2072.85,51349.8,0.554545,0.58384,14.09704,9.92987,12.51238,vbm+N59+E53,122
12803,580.0602258,2368.0,20985.5,0.596394,0.5436,10.76089,8.81425,10.76089,ukb+N385+E202,123
838,579.8306688,2517.39,7362.55,0.62355,0.43668,10.31681,7.15182,10.15734,bcu+N189+E149,125
4261,579.8086428,2382.92,2763.98,0.546208,0.50028,10.95137,9.0769,10.95137,hex+N121+E111,126
8115,579.7436689,2757.56,7641.36,0.551712,0.40532,9.65498,7.65219,9.57709,qtz-x+N328+E181,127
879,579.5321439,2760.95,9391.9,0.531592,0.40294,8.74383,6.47797,8.52697,bcu+N372+E32,130
11163,579.4312563,2571.25,11487.9,0.622234,0.46786,11.53711,8.15914,10.39517,sxa+N197+E179,131
2687,579.4023217,2553.42,6299.85,0.47571,0.52948,10.78945,8.90838,10.78331,dmp+N437+E166,132
9599,579.3482329,2043.35,17627.1,0.522756,0.5982,19.71057,18.91792,19.71057,sml+N92+E24,133
10599,579.2811829,2667.37,12880.1,0.648139,0.49126,10.29926,8.729,10.29926,sow+N305+E149,134
6046,579.209469,2443.47,12258.5,0.585621,0.54224,11.16428,7.88948,11.05013,mmt+N73+E92,135
16004,579.118747,2147.37,30705.4,0.419491,0.56928,12.88018,10.26846,12.88018,vmk+N560+E40,136
10612,579.0791722,2490.95,13598.3,0.495683,0.53086,10.62423,8.2287,10.47407,sow+N409+E112,137
16851,578.9595982,2324.59,40163.3,0.523265,0.51028,13.39567,8.30799,13.39567,wiu+N559+E53,139
15031,578.9236501,2297.85,40882.0,0.450108,0.57906,13.4112,10.45865,12.89686,ure+N305+E34,140
6589,578.9164219,2404.11,25382.2,0.585267,0.49328,10.68814,8.39817,9.63198,neb+N385+E25,141
2690,578.8937669,2173.22,11649.3,0.362394,0.56888,12.50352,10.72612,12.44543,dmp+N50+E52,142
16308,578.8165565,2372.22,20765.7,0.470899,0.50394,12.48126,7.58828,12.40625,wgu+N364+E150,143
615,578.7639238,2696.76,13629.7,0.582402,0.43936,10.94585,7.89887,10.63369,bcg+N331+E4,145
865,578.7196719,2347.31,10701.3,0.417988,0.53388,13.12904,8.80433,13.10477,bcu+N293+E72,146
15926,578.7089755,2520.26,15670.4,0.733101,0.47646,11.93422,9.17708,11.93422,vmh+N92+E119,147
16307,578.3920792,2046.43,25814.1,0.381349,0.60612,12.1973,9.77784,11.98967,wgu+N364+E136,148
11315,578.3224266,2264.35,11717.2,0.506735,0.47216,10.70818,9.43798,10.51152,sxb+N540+E11,150
1406,578.1991191,2081.03,12755.6,0.523735,0.56054,13.15285,10.3717,12.93145,bsn+N453+E3,152
11397,578.1433765,2232.88,9076.03,0.503046,0.5232,11.49622,10.08602,11.47072,sxc+N480+E234,153
11161,578.0628314,2100.85,8347.67,0.500245,0.5621,13.37432,11.43219,13.15555,sxa+N173+E47,154
17105,578.0169166,2374.8,19403.2,0.498453,0.4957,11.71725,9.86559,11.71725,wjg+N68+E43,155
4706,577.952161,2491.12,8084.89,0.555042,0.41316,10.37809,6.93379,10.37809,hxg+N591+E81,156
5951,577.8323282,2463.54,18293.1,0.459237,0.54638,12.91827,10.49593,12.91827,mdf+N520+E34,157
12985,577.8294896,2231.01,33336.0,0.400837,0.56174,12.50723,8.23229,10.16046,ukk+N551+E50,158
900,577.5107564,2728.71,7289.1,0.613547,0.42716,10.42178,6.93033,9.6848,bcu+N617+E154,161
1804,577.4206167,2189.83,5019.05,0.38113,0.5667,11.04923,8.73291,10.9391,cds+N689+E128,162
10659,577.4083895,2139.65,9437.52,0.459799,0.57112,11.30081,9.36308,11.30081,sqp+N242+E11,163
15538,577.3542702,2263.76,21776.3,0.49982,0.50206,13.06859,9.13817,12.25012,vcz+N151+E175,164
6106,577.2759812,1985.94,23644.2,0.375213,0.63968,13.89844,11.93306,13.81545,mok+N237+E234,165
5830,577.1261487,2513.13,19773.8,0.464727,0.48926,12.03525,9.64309,10.39279,lvt+N549+E43,166
5904,577.057196,2050.11,27014.8,0.330218,0.62986,12.61096,11.18516,12.61096,mdf+N161+E113,168
11244,577.0268908,2104.03,13207.9,0.493656,0.5914,12.45729,9.63531,11.67024,sxb+N105+E104,169
3889,577.0249619,2413.94,31275.8,0.56595,0.48202,10.9042,7.7871,10.87865,gan+N133+E85,170
11168,577.0101795,2428.73,6282.46,0.482869,0.51668,11.50628,7.03363,11.50628,sxa+N268+E34,172
10003,576.9907982,2396.33,17118.6,0.726997,0.4848,13.26857,11.54168,13.096,sni+N92+E120,173
15775,576.6170919,2388.62,19181.6,0.591924,0.48944,10.41925,7.81233,10.41925,vmf+N287+E81,175
10507,576.5810505,2692.35,25506.0,0.776178,0.42522,9.681,6.44081,8.73031,soi+N206+E149,176
11196,576.577357,2310.09,16095.4,0.498276,0.52982,12.53612,8.22893,11.8923,sxa+N37+E98,177
15386,576.5736071,2105.33,30770.1,0.622103,0.54076,16.1979,12.62304,16.11542,vbx+N270+E166,178
15486,576.351726,2353.39,26638.8,0.631676,0.51196,12.06626,9.76681,11.18632,vcn+N599+E53,181
14034,576.2596402,2374.53,12778.4,0.473364,0.50212,12.05347,9.4471,12.03433,unm+N161+E92,182
6382,576.2585411,2190.46,17997.9,0.469055,0.57034,12.19053,8.51032,10.99673,msp+N409+E3,183
6119,576.2467715,2284.12,17563.5,0.442925,0.5855,11.22793,10.24306,11.13414,mok+N32+E11,184
1425,576.1851398,2072.75,12154.5,0.394836,0.57422,13.52718,10.98204,12.88518,bsn+N533+E107,185
2393,576.1643277,1852.03,22974.7,0.346465,0.66758,12.4828,9.49072,12.28348,dia+N164+E189,186
2892,575.9939436,2510.68,30800.2,0.701798,0.43314,10.39543,7.75433,8.88088,ecn+N389+E53,187
7920,575.831392,2109.86,5810.51,0.397225,0.58608,11.15181,9.6164,11.15181,qtz+N68+E72,188
1436,575.8170678,2103.36,12891.9,0.47364,0.54088,12.5818,10.25324,11.88818,bsn+N569+E11,189
6126,575.7506439,2602.58,14099.8,0.577644,0.5253,10.83627,9.6437,10.7156,mok+N346+E181,190
17723,575.5609203,2050.62,11629.8,0.614697,0.52914,14.35808,13.14263,14.33167,wmb+N270+E14,192
9766,575.4507867,2080.35,16402.4,0.472119,0.54524,14.72765,9.90928,14.46634,smu+N151+E70,193
10557,575.4477892,1962.65,37177.4,0.366112,0.6013,15.48813,10.09617,15.48813,sol+N489+E3,194
13895,575.4125456,2000.32,8438.25,0.501755,0.62346,13.63899,11.24861,13.46219,uni+N109+E37,195
17242,575.3339315,2273.74,28197.0,0.47081,0.54948,11.94095,9.24107,11.60632,wjv+N133+E81,197
2702,575.3182395,2204.27,7678.81,0.39904,0.58448,11.55042,9.84528,11.55042,dmp+N708+E37,198
17092,575.3162989,2656.52,18456.3,0.705204,0.44864,10.86404,7.10881,8.8685,wjg+N346+E85,199
6978,575.2829687,2344.74,18283.3,0.434163,0.55622,10.99994,9.51541,10.79666,oof+N588+E4,200
5943,575.2569932,2779.78,18686.4,0.483229,0.42678,9.81019,7.94889,9.12648,mdf+N435+E177,201
10052,575.1978889,2108.74,29873.1,0.344163,0.57932,14.26746,11.90948,12.88698,snk+N447+E65,202
4379,575.1939988,2910.0,14580.3,0.487628,0.48004,9.90366,7.45966,9.48601,hjm+N385+E101,203
5380,575.1859438,2375.49,5561.3,0.982589,0.41682,8.83902,7.5627,8.83902,lcy+N92+E132,204
10276,575.0847929,2569.99,12832.1,0.566062,0.4441,10.7186,8.62723,10.7186,snx+N328+E37,205
654,574.9937236,2310.09,20826.1,0.450999,0.51768,12.05576,8.68222,11.88231,bcg+N78+E20,206
10662,574.9574676,2105.58,11248.7,0.451898,0.60348,11.94466,9.16957,11.797,sqp+N254+E147,207
5939,574.8751297,1931.9,30251.4,0.368564,0.6637,14.60731,13.02793,14.60731,mdf+N393+E4,209
17661,574.8450058,2387.28,11502.8,0.645402,0.512,11.68143,8.59319,11.68143,wlj+N206+E149,210
1396,574.7347408,2026.39,13646.6,0.454335,0.58004,13.16362,10.47088,12.52938,bsn+N384+E3,211
3028,574.6782751,2094.83,12493.1,0.467177,0.58476,12.64739,9.61782,12.64739,est+N300+E234,212
645,574.6325619,2610.22,13922.1,0.515128,0.45038,10.40195,6.75354,10.22966,bcg+N587+E136,213
5936,574.605431,2600.09,13576.3,0.457031,0.5399,11.23099,10.49057,11.01872,mdf+N371+E111,214
11297,574.5088162,1944.29,20209.3,0.456829,0.6131,15.0229,12.78936,13.80531,sxb+N457+E149,215
8248,574.3934118,2303.53,14831.7,0.489564,0.541,10.7704,7.3834,10.7704,qzd+N464+E204,216
8077,574.2151702,2317.4,9509.36,0.588633,0.52302,10.87635,8.35145,10.62753,qtz-x+N101+E234,219
17267,574.2012766,1992.46,35895.8,0.434878,0.5951,13.49517,10.23903,13.47216,wjw+N242+E234,220
6049,574.0653772,2262.64,17008.6,0.401324,0.57028,12.29038,8.76863,10.75641,mmt+N89+E182,221
7864,574.0549146,2619.64,4554.54,0.657784,0.4325,9.28239,6.45184,9.2215,qtz+N304+E184,222
10275,573.9956356,2062.89,22096.0,0.381593,0.57772,14.6128,12.20938,13.85421,snx+N328+E181,223
9434,573.9469409,1904.47,18601.3,0.422917,0.63538,21.17439,20.28553,21.17439,smk+N270+E23,224
4353,573.87799,2558.91,28020.4,0.482163,0.5341,9.91185,8.10726,9.88919,hjm+N136+E145,225
15051,573.8448711,2469.08,35383.5,0.613235,0.4895,11.48234,8.49517,11.29997,ure+N73+E163,227
11363,573.7836065,2211.96,8683.14,0.687779,0.52564,11.18586,9.56069,11.18586,sxc+N182+E53,228
858,573.7376414,2283.27,8203.39,0.431925,0.50988,10.29369,8.86214,10.17453,bcu+N261+E80,229
19230,573.4701213,2316.72,17109.6,0.568717,0.545,11.68691,8.8624,11.4045,zfu+N651+E149,231
17905,573.3941632,2140.75,21699.1,0.566484,0.55366,16.00827,13.36552,16.00827,wnj+N583+E53,233
16049,573.3185416,2050.25,17125.3,0.428108,0.56742,14.37293,10.53359,14.24411,vmr+N284+E40,235
10661,573.1216833,2203.04,9419.76,0.46422,0.55438,11.36963,9.17706,11.36963,sqp+N242+E147,237
15746,573.060923,2281.95,11120.1,0.53863,0.52254,11.54992,8.51306,11.54992,vme+N666+E147,238
3588,573.0139755,2278.79,7029.25,0.600137,0.53956,11.06915,9.02905,10.83323,fob+N206+E14,239
11228,572.9238202,2313.61,10996.5,0.572875,0.51114,10.59292,9.73379,10.55516,sxa+N59+E107,240
14634,572.8226667,2677.95,6900.21,0.665622,0.46518,10.71836,6.14536,10.71836,uoo+N385+E166,241
6584,572.7517902,2491.79,30749.4,0.534747,0.48134,13.42193,10.69187,13.42193,neb+N184+E108,242
8227,572.7510183,1986.62,11881.2,0.300357,0.6336,13.47879,9.3091,13.29509,qzd+N282+E188,243
7202,572.726303,2688.21,2132.42,0.760837,0.42666,8.9149,7.68924,8.86435,pcu+N146+E81,244
597,572.6147115,2463.35,17811.1,0.447136,0.49554,10.65054,7.572,9.85279,bcg+N178+E30,247
1368,572.5581678,2414.95,8275.56,0.498808,0.52596,11.34236,9.44156,11.22854,bsn+N214+E57,248
3574,572.5319385,2586.13,13546.3,0.611435,0.4581,14.87333,11.41574,14.87333,fnz+N364+E44,249
9218,572.441441,2330.02,21433.1,0.539524,0.48496,13.35157,7.1903,13.35157,smb+N447+E66,251
3490,572.3954844,2063.2,22484.5,0.356028,0.60838,11.36726,9.47305,11.0217,fnu+N383+E97,252
6969,572.2552221,2296.64,16240.2,0.490693,0.56074,11.3442,9.99817,11.14035,oof+N427+E33,254
1427,572.1365754,2166.63,13066.6,0.586552,0.55742,11.68417,9.36583,11.08384,bsn+N54+E68,255
14626,572.099807,2819.68,8388.92,0.575064,0.41498,9.15697,6.00345,9.15697,uoo+N310+E85,256
871,572.0446316,2451.98,6390.55,0.650917,0.43546,10.3927,8.08585,10.3927,bcu+N35+E3,258
17652,572.0275777,2336.23,10064.6,0.557722,0.51556,12.63126,10.02534,12.46578,wli+N364+E70,259
2650,571.9768167,1836.36,12923.9,0.303851,0.68468,13.59809,9.9812,13.59809,dmp+N164+E30,260
5957,571.9677543,2305.86,20797.2,0.453248,0.5399,12.16326,9.78338,12.00712,mdf+N68+E163,261
14429,571.8115595,2326.63,16039.5,0.549881,0.54252,11.36982,8.35064,11.18701,uol+N115+E63,262
1392,571.7836226,2025.97,14773.3,0.464817,0.57386,13.51783,10.72302,13.09092,bsn+N336+E68,263
4315,571.746529,1973.88,6179.68,0.408999,0.60184,13.62417,10.94548,13.62417,hex+N550+E47,265
10702,571.7435297,2011.82,13610.2,0.47352,0.61576,12.53258,10.60892,12.49821,sra+N109+E175,266
1688,571.6368741,1988.81,9049.16,0.341617,0.61666,12.41669,8.40789,12.4109,cdl+N335+E50,267
2685,571.6029125,2106.44,10891.3,0.358294,0.59102,12.00128,8.61929,11.96068,dmp+N435+E73,269
2382,571.5362152,2104.9,33898.1,0.543758,0.60968,10.90005,9.55917,10.90005,dia+N109+E27,270
8543,571.4832831,2487.17,12537.0,0.537026,0.4821,12.34609,9.86692,12.11771,rob+N143+E154,271
2940,571.4605901,2097.99,19096.5,0.489813,0.53006,12.58319,10.37698,12.42242,ecu+N664+E11,272
4813,571.3937726,2188.42,16813.2,0.406255,0.59888,12.00182,9.00533,11.88153,irl+N390+E112,273
11094,571.3256709,2525.3,19854.6,0.687263,0.43422,11.83486,7.24371,10.72679,svi+N446+E11,274
14066,571.2973605,2447.8,12973.1,0.609899,0.499,12.28677,8.06646,11.19539,unm+N627+E85,275
10676,571.264772,2418.32,7717.58,0.591745,0.51116,10.52926,9.41397,10.48064,sqp+N651+E18,276
3891,571.2377919,2409.61,35825.2,0.523024,0.5374,11.11298,8.46042,10.81724,gan+N206+E215,277
16087,571.2193715,2022.93,24367.1,0.411855,0.56324,16.09928,11.24408,16.09928,vmv+N192+E47,278
16082,571.0516343,2255.44,14616.9,0.548171,0.48528,13.19869,9.59932,13.18894,vmv+N189+E14,279
16302,571.0309044,2488.63,22545.3,0.491206,0.54036,12.32194,7.97312,10.69827,wgu+N272+E189,280
11306,571.0252601,2202.4,17191.4,0.451582,0.52942,12.68823,10.45063,12.11951,sxb+N489+E163,281
4704,571.0124669,2058.61,15927.4,0.311799,0.62608,16.14311,11.29243,15.90514,hxg+N591+E4,282
1759,571.0077821,3269.26,1977.04,0.756196,0.35446,6.56164,5.28004,6.56164,cds+N288+E202,283
11330,570.9539909,1954.57,15403.7,0.327562,0.6262,13.44518,11.5031,13.44518,sxb+N591+E35,284
12932,570.7596774,2054.32,28702.2,0.385624,0.58466,15.04511,9.2723,15.04511,ukh+N161+E184,287
7217,570.6981818,2358.39,2428.91,0.664675,0.5238,10.21496,8.97686,10.21496,pcu+N220+E8,288
16058,570.6974406,2165.36,33911.9,0.522765,0.518,13.51583,9.35243,13.36413,vms+N369+E40,289
894,570.6839037,2471.68,8118.52,0.53534,0.48614,10.09974,7.23658,10.00651,bcu+N582+E218,291
2661,570.4819135,2819.54,6336.35,0.536794,0.38448,8.5744,7.08314,8.21897,dmp+N282+E216,293
3476,570.4754929,2397.77,14940.0,0.61285,0.51992,13.83998,7.96334,13.06564,fnu+N172+E53,294
1450,570.4387692,2183.37,13537.9,0.40293,0.55662,12.02844,10.32658,11.69572,bsn+N678+E119,295
15594,570.4342205,2307.71,15926.2,0.484307,0.55014,11.50233,8.50025,11.27176,vma+N383+E201,296
3142,570.3948235,2363.79,19277.3,0.73908,0.44028,14.03282,5.79317,14.03282,fcu+N439+E8,297
13811,570.3848582,2194.38,25974.7,0.392328,0.57298,14.16688,9.53821,14.09749,unf+N708+E138,298
8234,570.3612999,2046.25,8071.7,0.52262,0.60016,11.27078,9.73476,11.27078,qzd+N376+E66,299
821,570.2775286,2507.6,9431.27,0.468285,0.50444,11.23231,8.16281,11.23231,bct+N344+E33,300
7256,570.2585734,2369.28,2510.33,0.50636,0.47074,11.50159,7.94572,11.50156,pcu+N47+E18,301
1765,570.1042806,2138.93,6194.46,0.304622,0.6119,14.36676,12.83696,14.30407,cds+N342+E111,304
8123,570.0608978,2885.54,7250.92,0.584897,0.43222,8.98488,6.41379,8.98488,qtz-x+N392+E120,307
6023,570.0003313,2169.97,14046.4,0.664931,0.53058,11.2458,8.56927,10.64972,mmt+N393+E158,308
5959,569.9233132,2712.39,12981.5,0.505667,0.5052,11.23339,9.70817,11.23339,mdf+N697+E23,309
8133,569.8955116,2185.36,10396.7,0.421496,0.60382,10.73242,8.8095,10.19291,qtz-x+N453+E33,310
7193,569.8792466,2255.46,3855.17,0.48664,0.5491,12.7424,8.72146,12.67275,pcu+N101+E126,311
829,569.8443647,2377.42,8689.6,0.520476,0.5041,11.58513,8.34826,10.91094,bcu+N141+E110,312
1446,569.7587721,2241.51,10245.3,0.588382,0.53996,11.25888,9.23785,11.13427,bsn+N666+E8,313
7304,569.7188921,2475.25,1841.67,0.587192,0.47724,11.18516,9.06023,11.1826,pcu+N657+E37,315
