filename,target,metal_Zn,metal_Cu,metal_Co,metal_Cd,metal_Mn,metal_Ni,metal_Fe,metal_Ag,metal_In,metal_Nd,metal_Zr,metal_La,metal_Mg,metal_Ca,metal_W,metal_other,metal_organic,node_CN,node_is_fluorinated,node_is_electron_deficient,node_is_electron_rich,node_is_symmetric,node_is_conjugated,node_is_metalated,node_has_hydrogen_bond_donor,node_has_hydrogen_bond_acceptor,node_is_charged,node_is_photoswitchable,node_has_open_metal_site,edge_CN,edge_length,edge_is_fluorinated,edge_is_electron_deficient,edge_is_electron_rich,edge_is_symmetric,edge_is_conjugated,edge_is_metalated,edge_has_hydrogen_bond_donor,edge_has_hydrogen_bond_acceptor,edge_is_charged,edge_is_photoswitchable,edge_has_open_metal_site,topo_node_CN_min,topo_node_CN_max,topo_edge_CN_min,topo_edge_CN_max,sa,cv,density,vf,di,df,dif
loh+N651+E165,22.82605704023681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,0,0,1,2,3.7637,0,0,0,1,0,0,0,0,0,0,0,5,5,2,2,1933.66,8613.18,1.18415,0.11802,7.12113,4.41526,6.14261
sxa+N59+E107,22.82439469180841,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,0,2,8.5083,0,0,0,1,1,0,0,1,0,0,0,6,6,2,2,2313.61,10996.5,0.572875,0.51114,10.59292,9.73379,10.55516
snx+N442+E66,22.821412201289863,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,1,2,3.8342,0,0,0,1,1,0,0,1,0,0,0,6,6,2,2,2554.75,7513.81,1.06721,0.37674,9.22141,7.2579,8.66079
loh+N300+E156,22.82138271224834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,0,0,1,2,5.5933,0,0,0,1,0,0,0,1,0,0,0,5,5,2,2,2499.43,13260.3,0.67735,0.41056,10.80008,9.46788,10.80008
bcg+N507+E148,22.820928709464777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,1,0,0,0,2,9.2703,0,0,0,1,0,0,0,1,0,0,0,8,8,2,2,2341.73,17188.6,0.456029,0.48318,10.24437,8.24767,10.19056
ske+N341+E51,22.81912619331486,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,0,2,2.5943,1,0,0,1,0,0,0,0,0,0,0,6,6,2,2,2546.64,6787.55,1.33865,0.15662,6.9979,4.73035,6.24138
hjm+N113+E59,22.81896057008201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1,0,0,1,2,14.6855,0,0,0,1,1,0,1,1,0,0,0,4,4,2,2,2782.05,23427.2,0.468664,0.48632,10.7907,6.99099,10.77442
mdf+N158+E11,22.81861769046192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,1,2,7.018,0,0,0,1,1,0,0,0,0,0,0,4,4,2,2,2272.33,22907.0,0.361515,0.57304,13.99412,12.11284,13.95359
bcu+N368+E224,22.8149141276779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,1,0,0,0,0,1,2,8.3057,0,0,1,1,1,0,0,1,0,0,0,8,8,2,2,2325.83,12977.4,0.449425,0.5256,11.92026,9.64332,11.77177
qtz-x+N183+E224,22.81490956467993,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,0,2,8.3057,0,0,1,1,1,0,0,1,0,0,0,6,6,2,2,2546.52,11600.3,0.565952,0.43794,9.83406,6.88537,9.5009
ukb+N627+E128,22.813713301430784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,1,0,1,0,0,1,2,3.7143,0,0,1,1,1,0,0,1,0,0,0,4,4,2,2,2601.29,20130.8,0.693585,0.45262,12.5443,8.32068,11.39925
ecu+N192+E14,22.81324981923205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,1,0,0,0,2,4.58,0,0,0,1,1,0,0,0,0,0,0,8,8,2,2,1772.34,5510.19,1.09717,0.1076,6.6241,4.68828,5.7879
ncb+N650+E126,22.81175882782842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,1,1,0,1,0,0,1,2,10.6152,0,0,0,1,1,0,0,0,0,0,0,9,9,2,2,2310.25,36529.2,0.704521,0.47114,13.57498,9.46817,13.02802
vmj+N134+E202,22.811298238558777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,3.8325,0,0,0,1,1,0,0,1,0,0,0,6,6,2,2,2277.96,10409.0,0.957826,0.35612,10.58082,7.3386,10.56327
uon+N616+E102,22.81083778857022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1,0,0,1,2,3.4484,0,0,1,1,1,0,0,1,0,0,0,4,4,2,2,2535.8,9076.76,1.46918,0.3615,8.69462,7.09211,8.68766
sxb+N135+E151,22.810367326595767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,0,2,4.4061,0,0,0,1,0,0,0,0,0,0,0,6,6,2,2,2175.48,2354.25,1.09573,0.12002,5.93276,3.98475,5.2594
feb+N83+E223,22.810151336315347,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,1,1,0,0,0,2,11.3562,0,0,0,0,1,0,0,1,0,0,0,10,10,2,2,2226.8,22945.3,0.485858,0.49146,13.37406,10.31561,13.06058
wme+N286+E166,22.806227890189017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,0,2,4.0352,0,0,0,1,1,0,0,1,0,0,0,6,6,2,2,2179.61,23990.7,0.802901,0.46354,15.51859,7.42966,13.26919
ecf+N369+E73,22.804908089807903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,1,1,0,0,0,2,4.1684,0,0,1,1,1,0,1,1,0,0,0,8,8,2,2,2242.07,10806.8,0.979117,0.30112,12.27012,5.2615,11.968
wnj+N446+E217,22.80468522668144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,1,0,0,0,2,3.7076,0,0,0,1,1,0,0,0,0,0,0,7,7,2,2,1871.01,8991.79,1.1616,0.13908,8.69197,3.36717,8.6561
snp+N518+E34,22.803325419360416,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,1,1,1,0,0,0,2,9.1997,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2342.41,9098.78,0.789097,0.36248,10.91996,9.24688,10.91996
wif+N179+E73,22.79586616866065,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,1,2,4.1684,0,0,1,1,1,0,1,1,0,0,0,6,6,2,2,1979.9,16296.8,1.27349,0.1341,7.72322,4.62717,7.67766
vbu+N197+E151,22.79247129622677,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,1,2,4.4061,0,0,0,1,0,0,0,0,0,0,0,6,6,2,2,2157.86,13701.6,0.764052,0.42762,10.92913,8.40176,10.5599
smj+N197+E175,22.79211009751056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,1,2,3.7867,0,0,0,1,1,0,0,1,0,0,0,6,6,2,2,2456.78,10379.2,0.799651,0.44038,10.73231,9.93543,10.72529
sma+N438+E132,22.7913542743718,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,1,2,3.6314,0,0,0,1,1,0,1,1,0,0,0,6,6,2,2,2242.06,8090.28,1.18048,0.22154,9.29104,7.03737,9.16208
snz+N465+E177,22.78563877678544,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,1,2,6.4168,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2101.11,19567.8,0.686618,0.40442,15.14977,13.77817,14.60207
smw+N198+E52,22.7851787430482,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,1,2,3.7148,0,0,0,1,1,0,1,1,0,0,0,6,6,2,2,2156.64,19507.0,0.822501,0.35348,17.76755,16.27863,17.76755
wht+N622+E37,22.78129607105897,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,1,2,3.9183,0,0,0,0,1,0,0,1,0,0,0,6,6,2,2,2619.46,8850.05,0.945689,0.3282,8.42371,6.49484,8.04514
wno+N233+E51,22.77926740494328,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,1,1,0,0,0,2,2.5943,1,0,0,1,0,0,0,0,0,0,0,7,7,2,2,1995.6,16961.8,1.59256,0.17398,9.61804,4.24712,9.61804
tfs+N55+E158,22.777199181524715,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,3.5983,0,0,0,1,1,0,0,1,0,0,0,6,6,2,2,2275.86,13853.0,0.547347,0.49692,16.05684,13.34561,15.96249
bcg+N178+E30,22.777024019066587,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,1,0,0,0,2,10.5376,0,0,0,1,0,0,0,0,0,0,0,8,8,2,2,2463.35,17811.1,0.447136,0.49554,10.65054,7.572,9.85279
svs+N599+E147,22.773100975403768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,1,1,0,0,0,2,6.4488,0,0,0,1,1,0,0,0,0,0,0,7,7,2,2,2230.07,23031.5,0.597114,0.49204,17.46245,13.14493,17.4524
deh-d+N490+E166,22.77085395838845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,2,4.0352,0,0,0,1,1,0,0,1,0,0,0,10,10,2,2,1983.9,6379.5,2.1078,0.14094,6.90977,5.52521,6.90977
whb+N548+E163,22.765346483441817,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,1,2,8.3759,0,1,0,1,1,0,0,1,0,0,0,6,6,2,2,2434.94,22740.8,0.625989,0.44424,12.36733,7.72815,12.22557
skc+N206+E221,22.76334376314537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,1,0,0,0,2,7.8909,0,0,0,1,1,0,0,0,0,0,0,5,5,2,2,2245.75,20732.6,0.618721,0.43234,12.87947,10.67676,12.85257
snp+N646+E202,22.76279530759533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,1,1,0,0,1,2,3.8325,0,0,0,1,1,0,0,1,0,0,0,6,6,2,2,2309.21,5034.94,1.07008,0.36814,8.99437,7.42215,8.99437
rac+N68+E167,22.76252718072482,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,0,2,4.2122,0,0,0,1,1,0,0,0,0,0,0,4,4,2,2,2335.58,15766.4,0.506903,0.43302,13.22954,10.63675,13.22954
wjn+N671+E52,22.76179859891006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,0,0,0,2,3.7148,0,0,0,1,1,0,1,1,0,0,0,5,5,2,2,2370.56,17731.4,0.824294,0.37834,12.80645,6.44419,10.59358
sni+N278+E16,22.76159928852429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,1,2,4.5834,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2015.27,13809.0,0.873208,0.42224,16.33028,15.41201,16.33028
wkf+N422+E50,22.76124573296324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,0,2,2.2834,0,0,0,1,0,0,0,0,0,0,0,6,6,2,2,2601.51,13151.0,0.852155,0.3642,9.55955,6.75556,9.4943
sxb+N475+E151,22.759459543846376,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,0,2,4.4061,0,0,0,1,0,0,0,0,0,0,0,6,6,2,2,1982.58,4585.5,1.17251,0.10922,5.56379,3.74101,5.56379
wgw+N197+E51,22.753824655029984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,1,2,2.5943,1,0,0,1,0,0,0,0,0,0,0,6,6,2,2,2340.41,6635.35,1.68504,0.1571,6.72015,4.08341,6.70685
qtz-x+N406+E145,22.75380802517795,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,1,2,8.2602,1,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2709.66,7583.32,0.804933,0.34108,9.54656,5.60818,8.33118
vbp+N536+E166,22.75358361201653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,0,1,0,0,1,2,4.0352,0,0,0,1,1,0,0,1,0,0,0,6,6,2,2,2376.49,24730.3,0.716903,0.4303,10.90515,7.78661,10.90515
wgv+N481+E19,22.75061736726124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,1,2,2.8033,0,0,0,1,0,0,0,0,0,0,0,6,6,2,2,2436.53,7829.51,0.891957,0.37766,10.6055,7.92701,9.91869
vmi+N354+E81,22.75053012761081,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,6.0644,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2073.26,22339.9,0.624959,0.53248,14.93776,10.33009,14.20969
kag+N54+E211,22.74880516046307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,1,1,0,0,1,2,5.7573,0,0,0,1,0,0,0,0,0,0,0,6,6,2,2,2199.1,7629.63,0.702476,0.43184,13.72338,11.58869,13.61311
wib+N308+E44,22.746784726186828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,0,1,0,0,1,2,3.0402,0,0,0,1,0,0,0,0,0,0,0,6,6,2,2,2724.57,12713.5,1.35967,0.2683,7.2288,5.24431,6.88718
sow+N513+E215,22.745920139955164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1,0,0,0,2,6.3321,0,0,0,1,1,0,0,0,0,0,0,4,4,2,2,2275.04,18331.1,0.551355,0.40614,11.53036,8.74086,11.26306
ure+N73+E163,22.74484922845844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,0,1,0,0,1,2,8.3759,0,1,0,1,1,0,0,1,0,0,0,4,4,2,2,2469.08,35383.5,0.613235,0.4895,11.48234,8.49517,11.29997
wni+N284+E233,22.74189513953486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,1,0,0,0,2,6.9657,1,0,0,1,1,0,0,0,0,0,0,7,7,2,2,1949.79,9278.47,1.18484,0.13456,7.18739,3.89852,7.14995
whp+N481+E162,22.74182608993464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,1,2,2.5103,0,0,0,1,0,0,0,1,0,0,0,6,6,2,2,2384.54,14762.6,1.03807,0.25374,7.82237,6.23411,7.80676
wmm+N278+E138,22.73537033433384,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,1,2,3.6709,0,0,1,1,1,0,1,1,0,0,0,6,6,2,2,2113.8,15284.7,1.14409,0.31368,13.77784,11.78745,13.77784
vca+N179+E130,22.73184690031487,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,1,2,5.255,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2241.79,30559.1,0.668849,0.42688,11.71267,8.2576,11.18407
svp+N583+E195,22.73023755494053,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,1,1,0,0,0,2,5.4314,0,0,0,1,1,0,0,0,0,0,0,7,7,2,2,1999.62,38379.1,0.601675,0.5109,20.21578,18.87323,20.21578
zfe+N242+E66,22.728373066155264,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,0,0,0,2,3.8342,0,0,0,1,1,0,0,1,0,0,0,5,5,2,2,2607.71,18552.2,0.785029,0.4377,10.88121,8.3566,10.82636
vcz+N179+E167,22.726723864409564,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,1,2,4.2122,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,1980.48,14668.7,0.849143,0.2786,10.45337,7.86655,10.45337
foa+N272+E186,22.725450895111905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,0,0,0,2,4.2971,1,0,0,1,1,0,0,0,0,0,0,5,5,2,2,2480.24,14373.2,1.00984,0.2908,13.29038,11.62341,13.29038
sne+N504+E130,22.72148103715743,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,5.255,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2334.01,14742.8,0.644641,0.40912,12.6156,7.6963,12.6156
wky+N536+E132,22.718741870845523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,0,1,0,0,1,2,3.6314,0,0,0,1,1,0,1,1,0,0,0,6,6,2,2,2526.51,21446.0,0.785724,0.41194,9.79447,8.49998,9.21184
ukb+N393+E72,22.71669091108618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,1,0,1,0,0,0,2,4.1567,0,0,1,1,1,0,0,1,0,0,0,4,4,2,2,2152.4,29829.3,0.642337,0.51282,14.62688,10.64582,14.19006
why+N144+E206,22.71656338818216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,0,1,0,0,1,2,4.2779,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2378.42,27660.1,1.19127,0.30218,9.3569,7.2165,9.22553
bsn+N213+E167,22.71624409978809,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,4.2122,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,1957.73,6076.09,0.887618,0.08886,5.67398,3.47028,5.35691
vmv+N664+E190,22.71569108046659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,1,0,0,0,0,1,2,8.3594,0,0,0,1,1,0,0,0,0,0,0,8,8,2,2,2308.87,27545.7,0.457447,0.48812,14.78912,9.44149,14.7726
msw+N232+E216,22.715230808505265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,1,2,3.7383,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,1864.87,1906.85,1.27009,0.1041,5.85374,3.39941,5.8463
zfd+N482+E81,22.714953869835213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,0,0,0,2,6.0644,0,0,0,1,1,0,0,0,0,0,0,5,5,2,2,2129.3,31325.4,0.553695,0.5171,17.39433,14.2327,17.39433
yfx+N254+E212,22.714607465799293,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,1,0,0,1,2,2.5727,0,0,0,1,0,0,1,1,0,0,0,5,5,2,2,2602.99,7168.96,1.10255,0.2887,9.72683,4.72584,9.72683
yfk+N242+E151,22.7141569558806,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,0,0,0,2,4.4061,0,0,0,1,0,0,0,0,0,0,0,5,5,2,2,1930.23,11230.1,1.28531,0.0951,5.31018,3.88274,5.13057
eci+N507+E167,22.71296889560916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,1,0,0,0,2,4.2122,0,0,0,1,1,0,0,0,0,0,0,8,8,2,2,1877.23,9065.33,0.92337,0.10586,6.29891,5.29406,6.29891
rob+N106+E35,22.71294990116257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,1,1,0,0,1,2,9.1997,0,0,0,1,1,0,0,1,0,0,0,6,6,2,2,2381.26,10772.4,0.557634,0.49184,11.60312,8.69602,11.22644
uni+N238+E165,22.707491750346247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,1,0,0,0,2,3.7637,0,0,0,1,0,0,0,0,0,0,0,4,4,2,2,2507.78,10081.1,0.503908,0.47022,12.20909,9.18229,11.89787
smj+N481+E71,22.70463740741897,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,1,2,3.8881,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2025.47,10884.9,0.695687,0.4255,14.19517,12.4983,13.81591
wid+N232+E186,22.70318068093383,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,1,2,4.2971,1,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2169.17,20660.8,1.02246,0.2917,10.85301,7.63072,10.43664
sxa+N646+E65,22.70156759383964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,1,1,0,0,1,2,6.6542,0,0,0,1,0,0,0,0,0,0,0,6,6,2,2,2727.66,7789.33,0.696898,0.40632,9.37083,7.71925,9.36009
wfi+N369+E162,22.70141882845672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,1,1,0,0,0,2,2.5103,0,0,0,1,0,0,0,1,0,0,0,8,8,2,2,2180.11,8063.45,1.32112,0.14016,6.65569,4.02847,5.3598
zfl+N300+E27,22.695933138498063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,0,0,1,2,3.0399,0,0,0,1,0,0,0,1,0,1,0,5,5,2,2,3243.04,12867.1,1.03915,0.29698,8.03912,5.50115,8.03221
loh+N391+E32,22.694156129530025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,1,0,0,1,2,10.7393,0,0,0,1,1,0,0,0,0,0,0,5,5,2,2,2502.43,25144.4,0.563657,0.47786,11.62513,7.31132,10.95921
tch+N24+E37,22.693197445902804,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,1,1,0,1,0,0,0,2,3.9183,0,0,0,0,1,0,0,1,0,0,0,10,10,2,2,2220.41,10339.0,1.4674,0.2305,10.60721,8.69165,10.60721
wif+N92+E204,22.6914390934318,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,1,2,3.7696,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,1476.72,14837.6,1.95087,0.0668,6.15363,3.34726,6.02458
ukg+N109+E19,22.69071131597744,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1,0,0,0,2,2.8033,0,0,0,1,0,0,0,0,0,0,0,4,4,2,2,2377.66,7384.49,0.616913,0.5312,10.55872,7.4036,10.07602
wkw+N132+E150,22.69058241988749,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,1,1,0,0,0,2,7.4946,0,0,0,1,1,0,0,0,0,0,0,8,8,2,2,2088.24,17990.1,0.76555,0.40404,19.93745,18.67207,19.93745
sxb+N612+E56,22.688400047328123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,1,2,11.5229,0,0,0,1,1,1,0,1,0,0,1,6,6,2,2,2675.81,10798.3,0.76683,0.42998,10.29338,7.525,10.23854
sml+N54+E188,22.68478007634506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,1,1,0,0,1,2,8.3508,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2327.31,19975.6,0.581485,0.50284,12.51726,10.93567,12.51726
zfp+N254+E51,22.682115079593792,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,1,0,0,1,2,2.5943,1,0,0,1,0,0,0,0,0,0,0,5,5,2,2,3372.87,14071.6,1.31205,0.22356,6.84803,4.39169,6.61913
uns+N417+E162,22.68084804102068,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,1,2,2.5103,0,0,0,1,0,0,0,1,0,0,0,4,4,2,2,2792.6,27312.8,1.06589,0.34228,11.93008,7.14739,11.50231
gsi+N184+E108,22.678363622257777,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1,0,0,0,2,3.6397,0,0,0,1,1,0,0,1,0,0,0,4,4,2,2,2298.61,32188.6,0.510838,0.50918,12.81268,7.72086,12.49459
lvt+N302+E191,22.678264335234285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,0,2,11.0866,0,0,0,1,1,1,0,1,0,0,1,4,4,2,2,1930.89,17230.0,0.614964,0.44656,15.45642,14.9611,15.20164
vmb+N671+E25,22.677279274219725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,0,0,0,2,4.5798,0,0,0,1,1,0,0,0,0,0,0,5,5,2,2,2158.68,15732.7,0.632114,0.48432,13.5532,10.48592,12.88715
vbw+N265+E182,22.6761709437886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,1,2,3.1127,0,0,0,1,1,0,0,1,0,0,0,6,6,2,2,2306.07,18321.6,0.963359,0.40154,10.87943,7.09247,10.59527
zfo+N572+E120,22.6761244419575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,1,1,1,0,0,1,2,5.2196,0,0,0,1,1,0,0,1,0,0,0,5,5,2,2,2672.68,24721.6,0.69499,0.40586,10.6452,6.66128,9.17167
deh-d+N344+E145,22.675756841761785,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,1,1,0,0,1,2,8.2602,1,0,0,1,1,0,0,0,0,0,0,10,10,2,2,2006.11,12046.9,1.20732,0.19316,8.46017,6.37554,8.1268
