filename,target,metal_Zn,metal_Cu,metal_Co,metal_Cd,metal_Mn,metal_Ni,metal_Fe,metal_Ag,metal_In,metal_Nd,metal_Zr,metal_La,metal_Mg,metal_Ca,metal_W,metal_other,metal_organic,node_CN,node_is_fluorinated,node_is_electron_deficient,node_is_electron_rich,node_is_symmetric,node_is_conjugated,node_is_metalated,node_has_hydrogen_bond_donor,node_has_hydrogen_bond_acceptor,node_is_charged,node_is_photoswitchable,node_has_open_metal_site,edge_CN,edge_length,edge_is_fluorinated,edge_is_electron_deficient,edge_is_electron_rich,edge_is_symmetric,edge_is_conjugated,edge_is_metalated,edge_has_hydrogen_bond_donor,edge_has_hydrogen_bond_acceptor,edge_is_charged,edge_is_photoswitchable,edge_has_open_metal_site,topo_node_CN_min,topo_node_CN_max,topo_edge_CN_min,topo_edge_CN_max,sa,cv,density,vf,di,df,dif
sol+N270+E81,37.01151354900073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,0,1,0,0,0,2,6.0644,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2803.28,15890.9,0.725368,0.38884,8.83782,5.97033,8.74561
sow+N164+E71,36.26592744109167,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,0,2,3.8881,0,0,0,1,1,0,0,0,0,0,0,4,4,2,2,3126.32,8026.55,0.826129,0.26278,7.67512,4.76699,7.44962
wif+N270+E154,36.20958885693086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,0,1,0,0,0,2,7.4352,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2731.15,28025.7,0.896635,0.25618,9.07285,5.16347,9.07285
wkq+N92+E27,36.189468475352925,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,1,2,3.0399,0,0,0,1,0,0,0,1,0,1,0,6,6,2,2,2821.03,10150.6,1.39095,0.318,8.84791,7.67921,8.84791
vmk+N447+E166,36.105333674112615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,4.0352,0,0,0,1,1,0,0,1,0,0,0,6,6,2,2,2857.25,14149.1,0.706701,0.29492,8.55849,4.52606,8.14138
qtz-x+N556+E127,36.09142308403694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,0,1,0,0,0,2,3.3767,0,0,0,1,0,0,0,0,0,0,0,6,6,2,2,3302.29,3215.31,1.25227,0.24976,6.35626,4.87392,6.35626
vbo+N92+E184,35.91559148461474,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,1,2,3.658,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2643.66,12454.7,1.06979,0.2597,8.61904,5.0888,7.78691
snw+N270+E25,35.82697497997388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,0,1,0,0,0,2,4.5798,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2407.34,12500.9,0.92207,0.31412,9.63551,8.30123,9.63551
qtz-x+N702+E154,35.738029322427685,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,7.4352,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2867.03,6021.72,0.630651,0.31498,8.67497,5.98774,8.67497
sxa+N92+E66,35.66601528881302,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,1,2,3.8342,0,0,0,1,1,0,0,1,0,0,0,6,6,2,2,2777.8,4528.4,1.28609,0.28868,6.93866,6.03833,6.93866
qtz-x+N447+E70,35.543387525909544,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,3.5603,0,0,0,1,1,0,0,1,0,0,0,6,6,2,2,3056.66,4636.84,0.828104,0.20126,6.53102,4.91404,6.42469
pcu+N657+E84,35.081957597302726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,1,2,4.4397,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2642.99,1895.44,0.857447,0.22626,6.47881,4.75695,6.47881
whp+N270+E138,35.057087779202085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,0,1,0,0,0,2,3.6709,0,0,1,1,1,0,1,1,0,0,0,6,6,2,2,2648.92,21089.5,0.964398,0.3034,8.7293,5.3835,8.54776
sxb+N447+E27,34.99980129749553,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,3.0399,0,0,0,1,0,0,0,1,0,1,0,6,6,2,2,2743.72,2354.42,0.854087,0.20692,7.14356,5.6382,7.14356
bcu+N226+E150,34.995758873754525,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,1,0,0,1,2,7.4946,0,0,0,1,1,0,0,0,0,0,0,8,8,2,2,2941.38,5488.54,0.806205,0.31734,7.68012,5.61817,7.20423
wfm+N189+E44,34.85953363208125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,1,0,0,0,0,1,2,3.0402,0,0,0,1,0,0,0,0,0,0,0,8,8,2,2,2858.64,33168.4,0.799435,0.30336,8.48217,4.99459,7.25991
whr+N92+E216,34.767051995055304,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,1,2,3.7383,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2544.56,21850.0,1.08814,0.29142,9.53321,5.9262,9.04527
sda+N170+E160,34.59335991453463,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,1,2,5.9331,0,0,0,1,1,0,0,1,0,0,0,6,6,2,2,2966.76,7385.95,0.719155,0.30662,8.15353,5.58304,7.65274
rob+N457+E89,34.54459106980928,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,1,2,4.3376,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2767.45,15888.8,0.746855,0.3287,8.42603,6.39853,8.41626
wgw+N354+E70,34.487009770350014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,3.5603,0,0,0,1,1,0,0,1,0,0,0,6,6,2,2,2909.48,10457.4,1.17104,0.3055,7.88722,6.13838,7.88722
sda+N170+E120,34.45786707771972,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,1,2,5.2196,0,0,0,1,1,0,0,1,0,0,0,6,6,2,2,3260.06,4968.21,0.819816,0.17036,5.64714,4.66136,5.64714
snw+N270+E216,34.40997038767703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,0,1,0,0,0,2,3.7383,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2503.58,9309.25,1.08395,0.1913,7.60745,4.65772,6.10722
why+N489+E70,34.34769745303911,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,3.5603,0,0,0,1,1,0,0,1,0,0,0,6,6,2,2,2705.43,25883.8,0.795918,0.27436,8.69988,4.63958,8.66856
bcs+N170+E14,34.321701595681105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,1,2,4.58,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2852.76,22446.2,0.626365,0.35082,8.39276,6.81657,8.37822
sme+N354+E202,34.30871282690093,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,3.8325,0,0,0,1,1,0,0,1,0,0,0,6,6,2,2,2768.61,25682.1,1.06943,0.3454,9.12479,5.92305,9.12066
hjm+N215+E34,34.278393206034885,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1,1,0,0,1,2,9.1997,0,0,0,1,1,0,0,0,0,0,0,4,4,2,2,3369.23,12646.4,0.740822,0.36074,8.16558,6.52087,7.61697
bcu+N262+E202,34.27278498927626,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,1,0,0,0,2,3.8325,0,0,0,1,1,0,0,1,0,0,0,8,8,2,2,3079.22,3837.66,0.816937,0.24374,6.79499,5.5542,6.79499
vbn+N270+E92,34.09674596592692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,0,1,0,0,0,2,3.7234,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2484.78,9765.07,0.976102,0.31268,9.523,7.07243,9.17966
bsn+N213+E85,34.09231257922976,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,4.8613,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2609.76,6686.2,0.704992,0.28906,8.30303,5.46292,7.57001
wmc+N270+E186,34.01715520399914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,0,1,0,0,0,2,4.2971,1,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2604.66,21911.6,1.12601,0.25328,7.68354,6.22447,7.39468
rob+N613+E85,33.99954385769017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,1,0,1,0,0,0,2,4.8613,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2654.65,8846.33,0.601856,0.3627,9.47834,6.20968,9.43963
rob+N195+E84,33.8851979840259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,4.4397,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2853.0,9277.98,0.873343,0.23424,7.14801,4.55153,7.08941
wkp+N270+E44,33.8759768588497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,0,1,0,0,0,2,3.0402,0,0,0,1,0,0,0,0,0,0,0,6,6,2,2,2575.36,12195.0,0.917139,0.41744,11.93503,11.70044,11.9336
sxb+N489+E14,33.85074621665992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,4.58,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2686.94,8035.5,0.623551,0.34416,8.51938,7.29942,8.07679
qtz-x+N489+E177,33.8180518471328,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,6.4168,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2679.38,8119.76,0.606583,0.34322,9.16746,7.19057,9.15652
ecn+N141+E92,33.78743933376069,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,1,1,0,0,0,2,3.7234,0,0,0,1,1,0,0,0,0,0,0,8,8,2,2,2799.11,16753.3,0.907777,0.22698,7.95347,5.70835,6.62971
vby+N47+E184,33.71071586565249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,3.658,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2508.16,15903.1,0.699639,0.30432,9.24432,6.38074,7.96943
msp+N158+E44,33.69468981834147,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,1,2,3.0402,0,0,0,1,0,0,0,0,0,0,0,4,4,2,2,3290.3,10566.9,0.526891,0.3956,7.66273,5.42746,7.62775
svn+N233+E160,33.68539624973311,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,1,1,0,0,0,2,5.9331,0,0,0,1,1,0,0,1,0,0,0,7,7,2,2,2625.64,16395.4,0.920145,0.31068,10.22741,5.23367,8.36892
sxb+N533+E85,33.68094952902622,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,4.8613,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2624.93,5019.11,0.84886,0.21102,7.34392,4.12303,7.2665
fnu+N254+E81,33.63413395904801,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,1,0,0,1,2,6.0644,0,0,0,1,1,0,0,0,0,0,0,5,5,2,2,2934.88,8277.08,0.915138,0.28556,7.92493,5.55649,7.87967
vbm+N559+E85,33.607962578464544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,1,0,1,0,0,0,2,4.8613,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2654.92,25508.4,0.610959,0.35044,10.0363,6.40116,8.24762
qtz-x+N540+E86,33.60755512377722,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,6.3933,0,0,0,1,0,0,0,1,0,0,0,6,6,2,2,2949.92,6063.07,0.700004,0.24818,7.48424,5.23717,6.62016
vby+N234+E84,33.587724802126004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,1,0,1,0,0,0,2,4.4397,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2576.27,15159.6,0.748622,0.24218,9.37039,4.76421,9.37039
rob+N306+E11,33.58021841159676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,1,1,0,0,1,2,7.018,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,3069.38,7034.5,0.87279,0.3066,7.60881,5.61108,7.60881
ghw+N482+E14,33.56777646895962,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,0,0,0,2,4.58,0,0,0,1,1,0,0,0,0,0,0,5,5,2,2,3027.25,15028.5,0.932872,0.25488,6.48441,4.99992,6.41252
thp+N192+E43,33.55311625204456,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,1,0,0,0,2,4.4332,0,0,0,1,0,0,0,0,0,0,0,8,8,2,2,2574.26,25391.5,0.796025,0.27738,8.68636,5.52139,7.9249
wfu+N284+E166,33.540445673572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,1,0,0,0,2,4.0352,0,0,0,1,1,0,0,1,0,0,0,7,7,2,2,2982.48,10915.1,0.921088,0.21042,6.62442,4.24011,6.14873
vmt+N542+E16,33.49798842804883,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,1,1,0,0,0,2,4.5834,0,0,0,1,1,0,0,0,0,0,0,8,8,2,2,2604.68,17305.4,0.792476,0.26474,8.63067,4.81141,8.63067
wjw+N242+E85,33.47694243066077,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,0,0,0,2,4.8613,0,0,0,1,1,0,0,0,0,0,0,5,5,2,2,2821.61,16924.2,0.769199,0.33356,9.73334,6.30721,8.33
sow+N76+E29,33.47335855287852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,0,2,4.5798,0,0,0,1,1,0,0,1,0,0,0,4,4,2,2,2947.5,9061.69,0.829549,0.21786,7.60317,4.41194,7.56579
bsn+N447+E128,33.47107687008214,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,3.7143,0,0,1,1,1,0,0,1,0,0,0,6,6,2,2,2765.28,7424.13,0.711074,0.2713,7.99215,6.05459,7.30219
hjm+N282+E104,33.3572600996141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,0,2,7.9338,0,0,0,1,1,0,0,1,0,0,0,4,4,2,2,3086.88,10605.0,0.827164,0.16836,6.85361,3.64523,5.53827
hex+N121+E66,33.326596458589826,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,0,0,0,0,1,1,1,1,0,0,0,2,3.8342,0,0,0,1,1,0,0,1,0,0,0,8,8,2,2,2507.14,1303.12,1.17878,0.27546,7.48854,5.64655,7.45761
dmp+N164+E95,33.318602614648306,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,0,2,3.8792,0,0,1,1,1,0,0,1,0,0,0,4,4,2,2,2675.18,3438.28,1.10341,0.18588,7.07177,5.59756,7.06927
cdt+N60+E84,33.3085186733316,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,1,0,0,1,2,4.4397,0,0,0,1,1,0,0,0,0,0,0,3,3,2,2,3010.33,7522.15,0.898492,0.22344,8.05602,4.34319,8.05602
bcu+N426+E201,33.2842757344227,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,1,1,0,0,0,2,5.4935,0,0,1,0,1,0,1,1,0,0,0,8,8,2,2,2879.93,3364.23,1.04024,0.25148,6.88561,4.96418,6.62108
smq+N92+E44,33.28012620388785,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,1,2,3.0402,0,0,0,1,0,0,0,0,0,0,0,6,6,2,2,2439.0,26822.6,1.03496,0.45252,12.43573,10.55743,11.80968
ghw+N242+E81,33.26120910033943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,0,0,0,2,6.0644,0,0,0,1,1,0,0,0,0,0,0,5,5,2,2,2746.42,21452.3,0.809117,0.3044,8.57379,6.06368,7.71446
mdf+N76+E138,33.19827398621101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,0,2,3.6709,0,0,1,1,1,0,1,1,0,0,0,4,4,2,2,2772.32,8371.95,0.783528,0.26016,8.68068,7.31691,8.55256
bcu+N550+E160,33.1642330216298,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,1,1,1,1,0,0,0,2,5.9331,0,0,0,1,1,0,0,1,0,0,0,8,8,2,2,2630.26,4098.75,1.0388,0.22586,6.97448,5.34563,6.45568
zfo+N482+E18,33.12239530831562,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,0,0,0,2,4.1673,0,0,0,1,0,0,0,0,0,0,0,5,5,2,2,2894.43,16233.8,0.97014,0.22556,8.13533,4.64921,7.94685
hjm+N461+E8,33.068575697820734,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,0,2,7.018,0,0,0,1,1,0,0,1,0,0,0,4,4,2,2,3460.75,8875.74,0.821189,0.29486,6.47317,5.21306,6.41426
fcu+N619+E53,33.039066651662054,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,1,1,1,0,0,0,2,7.8025,0,0,0,1,1,0,0,1,0,0,0,12,12,2,2,2652.53,14543.8,1.03922,0.23944,7.80593,4.93894,7.53629
bcu+N582+E160,33.03871852049033,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,1,0,0,1,2,5.9331,0,0,0,1,1,0,0,1,0,0,0,8,8,2,2,2657.1,4272.13,0.973977,0.25504,7.05583,5.36307,6.94497
sxb+N540+E119,33.02355013658527,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,4.5114,0,0,0,1,0,0,0,1,0,1,0,6,6,2,2,2687.2,6816.35,0.736396,0.27018,7.78553,5.7786,6.92257
ske+N540+E63,33.007508608225834,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,3.5385,0,0,0,1,1,0,0,1,0,0,0,6,6,2,2,2563.17,13572.3,0.730852,0.2984,9.50324,5.64482,9.50324
qtz-x+N569+E13,33.00375213629411,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,1,0,1,0,0,0,2,3.9184,0,0,0,1,1,0,0,1,0,0,0,6,6,2,2,2981.04,4329.57,0.850294,0.27628,7.21859,5.32766,7.21859
sol+N574+E95,32.99802641698178,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,3.8792,0,0,1,1,1,0,0,1,0,0,0,6,6,2,2,2603.61,15426.7,0.808462,0.242,8.61913,4.35114,8.61913
osb+N566+E14,32.9845094954913,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,1,0,0,1,2,4.58,0,0,0,1,1,0,0,0,0,0,0,8,8,2,2,2662.22,19913.1,0.963929,0.27746,8.66175,5.21438,8.13473
bcu+N582+E32,32.9818545190094,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,1,0,0,1,2,10.7393,0,0,0,1,1,0,0,0,0,0,0,8,8,2,2,2951.79,6721.53,0.733668,0.29656,7.96976,5.3723,7.96976
kwh+N599+E85,32.96460012171566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,1,1,0,0,0,2,4.8613,0,0,0,1,1,0,0,0,0,0,0,7,7,2,2,2516.47,9715.89,1.05436,0.22024,7.3627,4.28763,7.30539
fcu+N323+E111,32.94234614818328,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,0,0,0,1,1,1,1,0,0,0,2,7.7211,0,0,0,1,0,0,0,0,0,0,0,12,12,2,2,2764.65,11284.9,0.874786,0.2957,9.59278,4.86822,9.15045
ecn+N372+E45,32.941716642563655,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,1,0,0,0,2,4.58,0,0,0,1,1,0,0,1,0,0,0,8,8,2,2,3018.38,5755.84,0.801857,0.29648,7.78473,6.3525,6.75388
mdf+N435+E162,32.93276713115081,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,1,2,2.5103,0,0,0,1,0,0,0,1,0,0,0,4,4,2,2,3009.28,9594.09,0.633397,0.29466,8.75743,7.4341,8.75743
cdl+N317+E14,32.9067609555882,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,1,2,4.58,0,0,0,1,1,0,0,0,0,0,0,4,4,2,2,3151.79,4113.32,0.720356,0.3875,7.54486,5.99048,7.40371
wgt+N242+E18,32.89176006948144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,0,0,0,2,4.1673,0,0,0,1,0,0,0,0,0,0,0,5,5,2,2,2945.58,15986.4,0.985956,0.21728,6.42305,4.98516,6.25216
sxb+N47+E184,32.88575300341375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,3.658,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2625.47,7534.46,0.738369,0.26562,8.21052,5.74513,8.21052
wft+N284+E13,32.87762865271877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,1,0,0,0,2,3.9184,0,0,0,1,1,0,0,1,0,0,0,7,7,2,2,2762.74,20979.5,0.909563,0.2557,8.14379,4.68685,7.77706
ske+N559+E29,32.87078805670141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,1,0,1,0,0,0,2,4.5798,0,0,0,1,1,0,0,1,0,0,0,6,6,2,2,2642.92,11148.5,0.706018,0.30202,8.3201,6.16926,7.68754
umc+N409+E25,32.85323592666358,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,0,2,4.5798,0,0,0,1,1,0,0,0,0,0,0,4,4,2,2,3024.41,17074.5,0.864293,0.2727,8.25908,5.27152,8.25908
mdf+N164+E44,32.78946284155516,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,0,2,3.0402,0,0,0,1,0,0,0,0,0,0,0,4,4,2,2,2434.38,1738.48,1.29482,0.18888,6.27948,6.06934,6.27948
rob+N548+E85,32.78330420357181,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,1,2,4.8613,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2425.49,4989.35,1.07479,0.15296,6.08941,4.32676,5.82059
hex+N699+E166,32.75120080258683,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,1,1,0,0,0,2,4.0352,0,0,0,1,1,0,0,1,0,0,0,8,8,2,2,2590.82,2068.36,0.820152,0.31948,7.8971,5.87395,7.67444
oof+N635+E147,32.74935102360549,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,1,0,0,1,2,6.4488,0,0,0,1,1,0,0,0,0,0,0,8,8,2,2,2777.47,8625.54,0.872088,0.2692,8.04259,5.86241,7.94545
sow+N207+E226,32.748576198474176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,0,2,2.2712,0,0,0,1,1,0,0,0,0,0,0,4,4,2,2,2230.06,14005.2,0.933027,0.25424,10.03507,5.53861,9.41535
sol+N286+E85,32.747884065321095,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,0,2,4.8613,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2776.71,14083.8,1.05065,0.2315,8.08712,4.40989,8.08712
vcm+N446+E13,32.744374830957376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,1,0,0,0,2,3.9184,0,0,0,1,1,0,0,1,0,0,0,7,7,2,2,2926.53,9956.31,1.08986,0.27376,8.97346,4.71203,8.83376
qtz-x+N248+E195,32.69424441972957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,1,1,0,0,1,2,5.4314,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,3161.25,4420.81,0.992208,0.29956,7.12863,4.95125,6.33903
rob+N384+E201,32.67425319010291,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,1,1,1,0,0,1,2,5.4935,0,0,1,0,1,0,1,1,0,0,0,6,6,2,2,3137.12,5719.03,0.822572,0.2803,7.20231,5.00294,6.76176
rob+N392+E92,32.67401023286945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,2,3.7234,0,0,0,1,1,0,0,0,0,0,0,6,6,2,2,2911.33,6292.24,0.809978,0.27522,7.21865,5.42374,6.7914
