filename,uptake,lvgp_mean,lvgp_std,ei,surrogate_rank,iteration
wjs+N482+E45,19.217709,38.495277404785156,3.4296863079071045,4.760522842407227,1,2
wjs+N482+E34,17.348958,38.42803955078125,3.328242301940918,4.683046817779541,3,2
wju+N482+E203,10.635603,36.27814865112305,3.7177388668060303,2.9835171699523926,5,2
vmy+N642+E81,22.444308,36.159393310546875,2.2951505184173584,2.4765071868896484,7,2
wgu+N482+E205,24.009945,34.56749725341797,3.312476634979248,1.695939540863037,14,2
zfy+N482+E132,26.399827,33.046844482421875,4.526627540588379,1.421506404876709,16,2
qtz+N115+E66,14.39549,33.71323776245117,3.344043016433716,1.254290223121643,17,2
vbt+N577+E221,15.16216,32.85932922363281,4.1787638664245605,1.2078570127487183,18,2
osc+N577+E205,23.519838,32.86331558227539,3.931025981903076,1.113671898841858,20,2
wkb+N482+E132,22.799799,32.17178726196289,4.3995442390441895,1.0331239700317383,22,2
vbn+N577+E22,6.057814,32.39457702636719,3.8720874786376953,0.9157328605651855,24,2
smb+N577+E132,17.805845,30.747100830078125,5.094554424285889,0.8396967053413391,26,2
sml+N577+E132,23.455443,30.845897674560547,4.843377113342285,0.7834504842758179,27,2
foa+N482+E45,21.021715,32.89387512207031,3.011463165283203,0.7736763954162598,29,2
foa+N482+E123,25.695557,32.64335632324219,2.806342601776123,0.6095489263534546,37,2
wkp+N504+E188,18.773752,33.35833740234375,2.015935182571411,0.5717903971672058,40,2
sxi+N577+E13,21.63027,31.083271026611328,3.9133963584899902,0.546353280544281,42,2
smu+N577+E4,10.152143,30.519798278808594,4.292240619659424,0.5326056480407715,44,2
qtz+N115+E154,13.40206,33.34553527832031,1.9220752716064453,0.5305926203727722,46,2
wlm+N482+E66,13.751733,31.28714370727539,3.648866891860962,0.5130207538604736,51,2
zfi+N482+E29,25.764715,32.469139099121094,2.631514310836792,0.49295446276664734,53,2
vbo+N577+E47,12.920088,30.99022102355957,3.7703511714935303,0.48153650760650635,55,2
vbd+N482+E18,26.731163,31.979209899902344,2.963038444519043,0.4679521918296814,57,2
zfi+N482+E160,23.081483,31.78570556640625,3.1054885387420654,0.4642847180366516,58,2
yfc+N482+E132,25.349587,30.0642032623291,4.320907115936279,0.44831791520118713,60,2
skc+N482+E127,16.4807,31.26779556274414,3.448333501815796,0.447358101606369,61,2
rkf+N577+E86,14.938161,27.805391311645508,5.658144474029541,0.4095240533351898,64,2
vmb+N482+E101,8.897645,31.314861297607422,3.2399282455444336,0.3960363566875458,67,2
smj+N577+E45,13.22621,30.333826065063477,3.91365909576416,0.38941168785095215,69,2
qtz+N303+E218,9.380571,31.401763916015625,3.0746657848358154,0.36653926968574524,73,2
skc+N482+E137,18.591644,31.355316162109375,3.1082024574279785,0.3664585053920746,74,2
zfb+N482+E234,23.900367,31.01103973388672,3.3421287536621094,0.3627947270870209,75,2
skc+N482+E68,23.562612,30.95248794555664,3.3619673252105713,0.3568899929523468,77,2
reo+N542+E34,20.635333,33.253631591796875,1.551137089729309,0.35679134726524353,78,2
umc+N164+E111,8.278434,40.955894470214844,0.7250205874443054,7.079917907714844,1,3
wff+N35+E111,27.964836,39.19959259033203,1.1216888427734375,5.323616027832031,15,3
qdl+N87+E190,31.211356,39.11599349975586,1.386155128479004,5.240042686462402,18,3
wke+N300+E111,6.939119,39.04943084716797,0.4747071862220764,5.173454284667969,22,3
wjw+N206+E111,12.795811,38.78849792480469,0.40950533747673035,4.9125213623046875,25,3
