filename,uptake,lvgp_mean,lvgp_std,ei,surrogate_rank,iteration
rob+N15+E205,13.683986,31.20296287536621,0.7141284942626953,2.683203935623169,1,2
smi+N504+E9,5.486817,30.415771484375,2.1571385860443115,2.121131181716919,24,2
rob+N15+E205,13.684369,31.20296287536621,0.7141284942626953,2.683203935623169,1,2
vby+N15+E28,8.346135,30.783601760864258,0.7612592577934265,2.2641472816467285,13,2
srs-a+N641+E162,3.589655,30.477733612060547,2.201792001724243,2.183475971221924,16,2
wke+N272+E18,13.237885,30.67870330810547,1.2128366231918335,2.1771316528320312,19,2
wke+N272+E175,12.331427,30.674705505371094,1.2199422121047974,2.173874616622925,20,2
vbm+N504+E8,17.911065,30.60538673400879,1.4990601539611816,2.1416451930999756,23,2
smi+N504+E9,5.510142,30.415771484375,2.1571385860443115,2.121131181716919,24,2
fnk+N272+E18,15.326945,30.614479064941406,0.46698451042175293,2.094705820083618,25,2
smi+N356+E34,17.267687,30.472320556640625,1.6834355592727661,2.055035352706909,32,2
utk+N641+E81,7.446933,30.518312454223633,1.4521794319152832,2.0546369552612305,33,2
wiz+N641+E81,10.300509,30.375167846679688,1.9622251987457275,2.036543846130371,36,2
vby+N356+E162,26.703524,30.391103744506836,1.8826504945755005,2.0299885272979736,38,2
vby+N15+E71,23.356472,30.499114990234375,1.401150107383728,2.029303789138794,39,2
und+N113+E48,28.043234,30.455673217773438,1.4155519008636475,1.9916229248046875,45,2
rob+N173+E201,28.87245,30.328811645507812,1.8561817407608032,1.9713125228881836,52,2
gis+N534+E27,7.882414,30.418930053710938,1.4783742427825928,1.9686943292617798,53,2
yan+N284+E61,20.544655,30.421398162841797,1.4597370624542236,1.967700481414795,54,2
vbr+N504+E37,18.428779,30.45535659790039,1.1683626174926758,1.959312081336975,55,2
qtz-g+N641+E66,4.144119,30.161460876464844,2.183544874191284,1.9271843433380127,57,2
qtz-g+N641+E68,3.377654,30.027801513671875,2.39402174949646,1.8925483226776123,64,2
qtz-g+N641+E19,4.960125,30.052082061767578,2.253507614135742,1.865354061126709,70,2
vbo+N526+E95,26.542382,29.934938430786133,2.2644777297973633,1.7818647623062134,80,2
