filename,uptake,lvgp_mean,lvgp_std,ei,surrogate_rank,iteration
smi+N334+E98,12.106172,30.89346694946289,4.904839038848877,1.0864018201828003,1,2
rob+N334+E72,21.411714,31.06049156188965,4.7043023109436035,1.069549560546875,2,2
yfb+N300+E212,14.640535,32.92864990234375,2.4551901817321777,0.9518033266067505,5,2
sqp+N242+E173,27.280609,25.152782440185547,8.905953407287598,0.9287412166595459,6,2
fnu+N300+E173,22.725848,25.046823501586914,8.979032516479492,0.9284831285476685,7,2
rkf+N334+E173,23.624828,24.431140899658203,9.138508796691895,0.858844518661499,14,2
ghw+N300+E107,20.133361,32.24182891845703,2.957737922668457,0.8456310033798218,16,2
ths+N415+E173,6.074602,24.717926025390625,8.855785369873047,0.8361520171165466,20,2
ose+N599+E173,16.764904,24.976778030395508,8.666257858276367,0.8327195048332214,23,2
hex+N138+E163,14.335831,32.60125732421875,2.4952280521392822,0.8155452013015747,30,2
yff+N242+E173,19.752051,24.265121459960938,9.071844100952148,0.8134223222732544,32,2
uni+N310+E173,24.898883,24.55352783203125,8.837655067443848,0.8031331896781921,34,2
yfb+N272+E195,15.052584,32.67876052856445,2.3713934421539307,0.8010275363922119,35,2
pcb+N393+E173,15.907619,24.122360229492188,9.107337951660156,0.7984885573387146,36,2
vmc+N300+E173,21.783188,24.1798152923584,8.930197715759277,0.7641499638557434,48,2
sqp+N364+E173,26.174459,24.222753524780273,8.89249038696289,0.7618575692176819,49,2
osc+N678+E173,27.612926,24.39452362060547,8.72217082977295,0.7479073405265808,56,2
skc+N671+E173,21.182112,24.196025848388672,8.843072891235352,0.7454666495323181,59,2
wgv+N6+E173,19.023325,24.13237953186035,8.743767738342285,0.7114608287811279,76,2
xfx+N206+E188,11.486108,34.08137893676758,3.096215009689331,1.860356092453003,7,3
xfx+N206+E204,24.763603,34.103675842285156,2.2916059494018555,1.580711841583252,10,3
xfx+N272+E188,10.54977,33.05809020996094,3.047879219055176,1.2530730962753296,13,3
fnb+N206+E71,13.922272,33.52180862426758,2.3272571563720703,1.2217259407043457,14,3
bcg+N348+E188,30.784183,32.25615692138672,3.756446123123169,1.1625113487243652,15,3
reo+N677+E16,17.692105,33.3474006652832,2.136834144592285,1.0461832284927368,17,3
reo+N550+E81,25.10937,32.70444107055664,2.792337656021118,0.9795463681221008,19,3
fnb+N133+E188,10.562867,32.55503845214844,2.843703269958496,0.9326517581939697,21,3
fnb+N254+E188,10.233648,32.40169906616211,2.8958323001861572,0.8871835470199585,22,3
reo+N45+E204,25.470697,32.612823486328125,2.5402705669403076,0.8384075164794922,25,3
bcg+N348+E123,30.647844,31.69223403930664,2.8058407306671143,0.589897096157074,32,3
vbp+N152+E107,15.487846,23.963680267333984,8.221789360046387,0.5673215985298157,34,3
bcg+N677+E24,15.459906,32.87537384033203,1.546123743057251,0.5637827515602112,36,3
wlt+N206+E107,9.851308,23.989734649658203,8.173860549926758,0.5604079365730286,38,3
vbp+N554+E107,12.428665,23.89434051513672,8.164642333984375,0.5456157326698303,39,3
gsi+N708+E107,7.56041,23.918895721435547,8.141983985900879,0.5440123677253723,40,3
smh+N148+E107,10.866283,23.817672729492188,8.142411231994629,0.5307989120483398,41,3
dmp+N136+E7,5.643825,31.467830657958984,2.727600574493408,0.4938355088233948,46,3
