,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,sa,cv,density,vf,di,df,dif
0,181.4501605087543,392.15237565920893,1290.0155051622246,1441.276010226558,7794.367565282572,15053.604763106052,33750.618339198634,33748.79396367697,22.246615991135087,60.13487508695062,143.29551430957213,195.99664392967642,229.54076294806143,828.7808334884725,1411.833291040402,1849.9644287158803,15.195781251082495,49.11428642207468,98.10897211240929,139.3599479361134,0.7421992334630624,7.2435372467794865,9.51210008539929,17.9850357059655,1269.2004674123375,1370.3314445309122,2222.5426948757736,1552.8622756580053,0.0,1.7189449814432265,1.9384773570251637,3.755049080034406,23.750799673236116,67.73322616051544,64.61220651867791,87.11643224202241,0.43329518100472086,2.3634493822716798,2.5336754391087526,3.8580033186915124,0.0,4.024279199144357,2.5538282632846037,6.7615815125101,0.0,132.8006672444605,107.68659935109686,208.4366343878825,0.0,0.0,0.0,0.0,0.0,19.01491203794286,12.786741150594546,27.529997001777982,0.0,1.990451490155504,1.770254933766445,3.7082062494780765,616.7244771108806,1387.9443221209192,2370.3883290897916,3238.8502144477557,4664.767950232955,6572.819717911535,10235.332398468645,13664.108426570332,97.02034859325484,212.90389291097813,369.2326734538354,514.0279998541417,582.9369885408328,1528.8090302885537,2371.48036458603,2975.127909208858,41.183603499160675,103.97782347721106,167.35595869510306,217.63623207413073,0.9549689678695503,2.8543724993175523,4.697175603719413,7.130073043193319,20.023922485553936,20.545363648842564,26.139092503123628,43.39547196711558,0.008405566307419251,0.37820517191017006,0.7700477215147891,0.9496644040639721,1.171712646167724,3.54890517504623,5.270923115149733,5.027836580216727,0.028722756306558996,0.22516371546136463,0.3215829064705673,0.42671731009702585,23.28736048859681,42.226320069211866,69.81734178889663,77.07290474934376,0.0,0.2533653155959836,0.6042141122557294,0.8076890508103002,0.0,1.1394138223296886,4.39897736744184,6.345991081703903,0.0,0.0,0.0,0.0,0.0,0.5357730380960392,0.9926063812326412,1.7374917520519668,0.0,0.03340271067455293,0.24436419650493776,0.34485976474576263,0.0,2.380224465566366,3.7931333978429986,6.9886883900973045,4.154415184690764,7.40701675626273,14.199365910699818,16.910637475867038,230.23742802041858,89.67900690006007,119.53948411199103,233.05165220847695,0.388417018416864,0.9618968180667862,1.8692513884193476,2.0938776324321826,3.162753650549142,8.576916571169653,12.041844131667611,12.052238523555385,0.2950327373127563,0.5323609984843484,0.9157340335167186,1.1504906920029947,115.55827602510327,115.14987748714488,210.73660038122034,275.47734420913383,0.0,0.725158228776968,1.4768829511629695,1.591525512585943,0.0,6.525804724979766,14.059735341051187,22.05904322323402,0.0,0.0,0.0,0.0,0.0,1.7265141731094709,2.9479035607512176,3.5670806161577406,0.0,0.20956230523835204,0.4618196497520042,0.6061668474743942,0.0,7.66356723064188,12.638090383924736,21.467406790621837,771.5891352626699,15871.887880812305,0.5222826735513478,0.24994304757527383,7.651545265929398,6.75339104347646,7.624904148499871
